family,samples,seed,method,success_rate,distractor_rate,mean_progress,regret,ranking_margin,endpoint_error
E,8,5008,causal_residual,0.9871428571428571,0.0014285714285714286,0.8898820696340307,0.04775378557741987,0.15890194925261325,0.6364314265051657
E,8,5008,total_flow,0.0,1.0,0.03628356244404192,0.9013522927674087,0.15890194925261325,0.02795521787913407
E,8,5008,oracle_effect,1.0,0.0,0.9376358552114507,0.0,0.15890194925261325,0.5112487716550713
E,16,5016,causal_residual,1.0,0.0,0.9059640979957624,0.027729173151203095,0.15687094879098515,0.60932573164057
E,16,5016,total_flow,0.0,1.0,0.035910373673531656,0.897782897473434,0.15687094879098515,0.027960995004148153
E,16,5016,oracle_effect,1.0,0.0,0.9336932711469655,0.0,0.15687094879098515,0.5140054197722547
E,32,5032,causal_residual,1.0,0.0,0.9116107279491417,0.02445854168207599,0.16042501612827664,0.5909457399114006
E,32,5032,total_flow,0.0,1.0,0.03384889231179171,0.9022203773194257,0.16042501612827664,0.02766439296012729
E,32,5032,oracle_effect,1.0,0.0,0.9360692696312175,0.0,0.16042501612827664,0.5139043394717475
E,64,5064,causal_residual,1.0,0.0,0.9122503232845296,0.02203191855553833,0.15685633910254604,0.5771415206012372
E,64,5064,total_flow,0.0,1.0,0.03632416538007314,0.8979580764599947,0.15685633910254604,0.0279487090713016
E,64,5064,oracle_effect,1.0,0.0,0.9342822418400679,0.0,0.15685633910254604,0.5134129135961224
E,128,5128,causal_residual,1.0,0.0,0.9232820713636738,0.016260902502629248,0.16018536879679882,0.5670825396409545
E,128,5128,total_flow,0.0,1.0,0.03487649973769296,0.9046664741286102,0.16018536879679882,0.02769953290170878
E,128,5128,oracle_effect,1.0,0.0,0.9395429738663031,0.0,0.16018536879679882,0.5138594240354835
E,256,5256,causal_residual,1.0,0.0,0.9165525126791395,0.016080569211316304,0.1535902942875852,0.5591702478942127
E,256,5256,total_flow,0.0,1.0,0.03642257337644262,0.8962105085140133,0.1535902942875852,0.02794098357757992
E,256,5256,oracle_effect,1.0,0.0,0.9326330818904559,0.0,0.1535902942875852,0.5118225811004604
E,8,5028,causal_residual,0.99,0.002857142857142857,0.8915223498230639,0.04232730053482684,0.15697274125189956,0.6365791953672677
E,8,5028,total_flow,0.0,1.0,0.03432397007983822,0.8995256802780526,0.15697274125189956,0.027899346674047375
E,8,5028,oracle_effect,1.0,0.0,0.9338496503578907,0.0,0.15697274125189956,0.5127880621120082
E,16,5036,causal_residual,1.0,0.0,0.9017812896521118,0.0327979570382423,0.16085665172712538,0.6087060176534563
E,16,5036,total_flow,0.0,1.0,0.03661961150799279,0.8979596351823612,0.16085665172712538,0.027766157059133854
E,16,5036,oracle_effect,1.0,0.0,0.9345792466903541,0.0,0.16085665172712538,0.5131856687786864
E,32,5052,causal_residual,1.0,0.0,0.9111304296527637,0.026147701583179354,0.15649741024531405,0.5904309967857749
E,32,5052,total_flow,0.0,1.0,0.036322431761719814,0.9009556994742233,0.15649741024531405,0.027964355833705278
E,32,5052,oracle_effect,1.0,0.0,0.9372781312359431,0.0,0.15649741024531405,0.5132998368763174
E,64,5084,causal_residual,1.0,0.0,0.9157415051098668,0.022943174524809942,0.15858481830675203,0.5762400664892556
E,64,5084,total_flow,0.0,1.0,0.035808187255175386,0.9028764923795013,0.15858481830675203,0.028000873795091405
E,64,5084,oracle_effect,1.0,0.0,0.9386846796346767,0.0,0.15858481830675203,0.51240791022277
E,128,5148,causal_residual,1.0,0.0,0.9146147886895387,0.018651001940141694,0.1551810011631721,0.567889979551401
E,128,5148,total_flow,0.0,1.0,0.03481307738262372,0.8984527132470567,0.1551810011631721,0.028054043336942468
E,128,5148,oracle_effect,1.0,0.0,0.9332657906296803,0.0,0.1551810011631721,0.5135792029252184
E,256,5276,causal_residual,1.0,0.0,0.9180441544091757,0.017823389685144884,0.15754343390113096,0.5602778188411852
E,256,5276,total_flow,0.0,1.0,0.03179167888142253,0.9040758652128982,0.15754343390113096,0.027920527710167054
E,256,5276,oracle_effect,1.0,0.0,0.9358675440943208,0.0,0.15754343390113096,0.5126262927082197
E,8,5048,causal_residual,0.9957142857142857,0.0007142857142857143,0.8941218535961899,0.03988084359082273,0.15255442552850954,0.6366712872975517
E,8,5048,total_flow,0.0,1.0,0.03276880597393919,0.9012338912130735,0.15255442552850954,0.02791949329901051
E,8,5048,oracle_effect,1.0,0.0,0.9340026971870128,0.0,0.15255442552850954,0.5132438088115903
