family,overlap,occlusion,method,n,success_rate_mean,success_rate_se,distractor_rate_mean,distractor_rate_se,mean_progress_mean,mean_progress_se,regret_mean,regret_se,ranking_margin_mean,ranking_margin_se,endpoint_error_mean,endpoint_error_se
C,0.25,0.25,causal_residual,10,0.9339166666666667,0.0024565671621639465,0.04966666666666667,0.0020495407495218576,0.8506736423852358,0.0013012168364144087,0.01319032671789972,0.0002226562889157196,0.28788412968655996,0.0018499494583026225,0.6186852877531676,0.0005694108841857241
C,0.25,0.25,oracle_effect,10,0.9360000000000002,0.0026081543542901134,0.05466666666666666,0.002240205017072884,0.8638639691031355,0.001325761455965661,0.0,0.0,0.28788412968655996,0.0018499494583026225,0.5774728214777267,0.0005456308453712342
C,0.25,0.25,total_flow,10,0.34500000000000003,0.0024406536262765325,0.6250833333333333,0.002985174271646254,0.39852672200827344,0.002028505822689173,0.4653372470948621,0.0026739840758842922,0.28788412968655996,0.0018499494583026225,0.027909456584275173,2.9069590860371805e-05
C,0.25,0.5,attention_contact,10,0.28975000000000006,0.0028274721511328997,0.5590833333333334,0.0036376164017691234,0.35920271245875457,0.0030068310387273457,0.38716333201938313,0.003086694564920907,0.32223065116181615,0.0014281837757798743,0.08723890556268074,9.374893482221627e-05
C,0.25,0.5,causal_residual,10,0.7511666666666666,0.0027419917065006788,0.17708333333333331,0.003887400508829695,0.7279265506974689,0.0018117070403583073,0.01843949378066865,0.0004188865862791242,0.32223065116181615,0.0014281837757798743,0.6180838722774515,0.0004871954464693726
C,0.25,0.5,oracle_effect,10,0.7543333333333333,0.0030600976342045364,0.20091666666666663,0.0034211803969744093,0.7463660444781377,0.0018436823333815968,0.0,0.0,0.32223065116181615,0.0014281837757798743,0.5769743756573114,0.00043490155779406925
C,0.25,0.5,total_flow,10,0.23858333333333331,0.0028519270071867176,0.6969166666666667,0.0037434098471781823,0.33049305591306766,0.0021629139977680898,0.41587298856507005,0.0028540235447562256,0.32223065116181615,0.0014281837757798743,0.027941280700277422,4.775435974211538e-05
C,0.5,0.0,attention_contact,10,0.9227500000000001,0.003636767829668755,0.07799999999999999,0.0035728744868474506,0.812676969270508,0.0025179419961884916,0.12125993940445179,0.0017796194392739166,0.15787334125915956,0.0012487238052997218,0.08734122191057288,0.00010826836196102996
C,0.5,0.0,causal_residual,10,0.9999166666666668,8.333333333333526e-05,8.333333333333334e-05,8.333333333333333e-05,0.9174692708857478,0.0012415515303030845,0.016467637789212036,0.0003011106197747818,0.15787334125915956,0.0012487238052997218,0.6834506352970205,0.00046737927685837084
C,0.5,0.0,oracle_effect,10,1.0,0.0,0.0,0.0,0.9339369086749599,0.001120303338502065,0.0,0.0,0.15787334125915956,0.0012487238052997218,0.6432574459283924,0.0004493507486975027
C,0.5,0.0,total_flow,10,0.89175,0.003508037508421737,0.10916666666666668,0.0033975299669823677,0.7912176885735269,0.002451153952465329,0.14271922010143306,0.0017903523540549204,0.15787334125915956,0.0012487238052997218,0.02793588373784196,5.7835769532770633e-05
C,0.5,0.25,attention_contact,10,0.7353333333333334,0.004137303947091307,0.10391666666666668,0.002478456558743817,0.6826250248884361,0.002550607299839134,0.188405397691159,0.00277372217103339,0.26620964832402766,0.002323752147745622,0.08726262126611214,7.941953704936661e-05
C,0.5,0.25,causal_residual,10,0.9344166666666667,0.001743816235079943,0.060833333333333336,0.001571348402636772,0.8572636870943586,0.0010951116384487368,0.013766735485236391,0.000296569197130208,0.26620964832402766,0.002323752147745622,0.6848389375966969,0.0006019325509341787
C,0.5,0.25,oracle_effect,10,0.93925,0.0015686453226106073,0.060750000000000005,0.0014350657058988326,0.8710304225795952,0.001073778472633261,0.0,0.0,0.26620964832402766,0.002323752147745622,0.6441933609182737,0.0005603985825453628
C,0.5,0.25,total_flow,10,0.70775,0.004271008352330753,0.16841666666666666,0.0031142097663991427,0.6678642380611289,0.002830301349207967,0.20316618451846608,0.002988050009512612,0.26620964832402766,0.002323752147745622,0.0280396738484736,4.588850582912413e-05
C,0.5,0.5,attention_contact,10,0.522,0.005669933698743586,0.13375,0.0016999001423104718,0.5371972716402381,0.0035692912439362337,0.21868319849915988,0.0027218750272546503,0.29006187027154856,0.002218739106073165,0.08721973317854795,9.331072588655399e-05
C,0.5,0.5,causal_residual,10,0.7496666666666667,0.004897404200312096,0.22583333333333333,0.005540256712864886,0.7389820248296115,0.0025088632000482133,0.01689844530978646,0.00027803070765932303,0.29006187027154856,0.002218739106073165,0.6834142442107425,0.0005699240622229716
C,0.5,0.5,oracle_effect,10,0.7575000000000001,0.005009250701711038,0.24300000000000002,0.0051388138132654115,0.755880470139398,0.002479864609753213,0.0,0.0,0.29006187027154856,0.002218739106073165,0.6431790738837483,0.0005450989199371429
C,0.5,0.5,total_flow,10,0.50125,0.0055642293400028145,0.2379166666666667,0.0024852962662153975,0.5310878266014127,0.0034194890427528876,0.22479264353798517,0.002386395957499124,0.29006187027154856,0.002218739106073165,0.027932366775422997,1.539244799218767e-05
C,0.75,0.0,attention_contact,10,0.9979166666666668,0.00031056499687496305,0.0021666666666666666,0.0002832788618662658,0.8668700103937498,0.0008019919127409781,0.06599895704527263,0.0007093272048107052,0.1540475158598553,0.0008464957631906526,0.08703987757231797,5.796454354611577e-05
C,0.75,0.0,causal_residual,10,0.9991666666666668,0.00027777777777777675,0.0008333333333333333,0.0002777777777777778,0.9164793070281538,0.0008709197257892088,0.016389660410868822,0.00043999709912280753,0.1540475158598553,0.0008464957631906526,0.7506209994321316,0.00030866955760956336
C,0.75,0.0,oracle_effect,10,1.0,0.0,0.0,0.0,0.9328689674390225,0.000758191919057737,0.0,0.0,0.1540475158598553,0.0008464957631906526,0.7105731692257831,0.00028008529399600507
C,0.75,0.0,total_flow,10,0.9964999999999999,0.00032394177193585753,0.0035833333333333333,0.0003524604872347089,0.8661062591978919,0.0007950809303375131,0.06676270824113067,0.0007899955436814236,0.1540475158598553,0.0008464957631906526,0.02795676586860647,3.270108082223526e-05
C,0.75,0.25,attention_contact,10,0.817,0.00417813237265848,0.0036666666666666666,0.0004843221048378526,0.7366604999899071,0.003370666587525835,0.13303732288292985,0.0014633838686616885,0.2594233074285309,0.0017716666831701735,0.08724884414707787,8.524011078465915e-05
C,0.75,0.25,causal_residual,10,0.9335833333333333,0.004148199817799896,0.0655,0.0036813678348954033,0.8559724610060746,0.0027787717620793616,0.013725361866762393,0.00045826941148936095,0.2594233074285309,0.0017716666831701735,0.7507909785576097,0.0006182704766236239
C,0.75,0.25,oracle_effect,10,0.9395833333333334,0.003725226813875209,0.06366666666666668,0.0037354656608920523,0.8696978228728371,0.0024013103637534096,0.0,0.0,0.2594233074285309,0.0017716666831701735,0.7105269021051152,0.0005431124406526227
C,0.75,0.25,total_flow,10,0.8133333333333332,0.0045896421227384155,0.01225,0.0007561476438231223,0.7354044824513002,0.003682647195007618,0.13429334042153682,0.0017698250313405535,0.2594233074285309,0.0017716666831701735,0.0279350318121341,3.623742999453574e-05
C,0.75,0.5,attention_contact,10,0.5963333333333335,0.002741991706500681,0.008166666666666666,0.0008221471437193745,0.5864542868550007,0.0022571759741205665,0.1780108419279427,0.002076327997436175,0.2773014964209519,0.0022006589423443725,0.08722059897184702,8.868823873627984e-05
C,0.75,0.5,causal_residual,10,0.75675,0.002473470346609302,0.23733333333333334,0.002359640064621699,0.7466242714296468,0.0015176567282608176,0.01784085735329661,0.00038895439316022595,0.2773014964209519,0.0022006589423443725,0.7510185425563626,0.00040642634493058864
C,0.75,0.5,oracle_effect,10,0.7678333333333333,0.0023313483620397003,0.24341666666666667,0.0025952532643603093,0.7644651287829436,0.0012634461727114505,0.0,0.0,0.2773014964209519,0.0022006589423443725,0.7109257392354624,0.00043918517540733544
C,0.75,0.5,total_flow,10,0.5929166666666668,0.0030282874188818387,0.024666666666666667,0.0006478835438717,0.5856597992887259,0.0024409714361434535,0.17880532949421743,0.0023440029420533338,0.2773014964209519,0.0022006589423443725,0.027928944350181218,2.7498536016548265e-05
C,1.0,0.0,attention_contact,10,1.0,0.0,0.0,0.0,0.8832137561579371,0.0009907624908404025,0.05003797041105096,0.0008005088868034386,0.15522281683643963,0.0008589811455931459,0.08715921099127036,9.034292587762328e-05
C,1.0,0.0,causal_residual,10,0.9993333333333334,0.00024216105241892252,0.00075,0.00026205503144601677,0.9170412628872014,0.000621610651059186,0.016210463681786566,0.0006205237638261341,0.15522281683643963,0.0008589811455931459,0.8179066886070601,0.0006741952332544448
C,1.0,0.0,oracle_effect,10,1.0,0.0,0.0,0.0,0.9332517265689881,0.0005578852203687783,0.0,0.0,0.15522281683643963,0.0008589811455931459,0.7776582184415618,0.0006218232439232446
C,1.0,0.0,total_flow,10,1.0,0.0,0.0,0.0,0.883900671201624,0.0012301045083510506,0.04935105536736395,0.0009288103743810671,0.15522281683643963,0.0008589811455931459,0.027880918906377304,3.1816568225704155e-05
C,1.0,0.25,attention_contact,10,0.8976666666666666,0.0022110831935702683,0.0,0.0,0.8014553261579962,0.001417790035447911,0.06840409018820598,0.0007896345720465745,0.2540743631305639,0.0021066513999786745,0.08713599501492608,8.932837164792992e-05
C,1.0,0.25,causal_residual,10,0.9327499999999999,0.0018800856954464204,0.06766666666666668,0.0019396766944551217,0.8552973165623682,0.0015394833326811321,0.014562099783834034,0.0005077372249006388,0.2540743631305639,0.0021066513999786745,0.8177804510104278,0.0005757056628336326
C,1.0,0.25,oracle_effect,10,0.9408333333333333,0.0014433756729740584,0.06316666666666668,0.0015947444549341471,0.8698594163462022,0.0014561673767013558,0.0,0.0,0.2540743631305639,0.0021066513999786745,0.7776604873352511,0.0005806070584238748
C,1.0,0.25,total_flow,10,0.8974166666666668,0.002351942984527712,0.0,0.0,0.8010544609607319,0.0014808710672657276,0.06880495538547038,0.0009577594053050146,0.2540743631305639,0.0021066513999786745,0.027906429448715558,4.462043678821854e-05
C,1.0,0.5,attention_contact,10,0.6908333333333334,0.0035246048723470884,0.0,0.0,0.6558571441341268,0.0029336410194308053,0.10682893433508797,0.0011416697685200483,0.264680311191315,0.001291997340517514,0.08733299429608792,7.642418223000147e-05
C,1.0,0.5,causal_residual,10,0.744,0.0039122315314351645,0.2573333333333333,0.004402230074590561,0.7431010474048533,0.0025811821783987845,0.019585031064361543,0.0004939275041121852,0.264680311191315,0.001291997340517514,0.8181083502225421,0.00035504524439474474
C,1.0,0.5,oracle_effect,10,0.7609166666666667,0.004120952934264087,0.2554166666666666,0.004128061901392513,0.7626860784692148,0.0025701981476616014,0.0,0.0,0.264680311191315,0.001291997340517514,0.7779523937904349,0.0002694916008837544
C,1.0,0.5,total_flow,10,0.6923333333333334,0.0036404788723124197,0.0,0.0,0.657192594997096,0.00297190306677189,0.1054934834721186,0.001130191587368743,0.264680311191315,0.001291997340517514,0.027933882398405475,3.660987780991468e-05
