family,setting,method,n,success_rate_mean,success_rate_se,distractor_rate_mean,distractor_rate_se,mean_progress_mean,mean_progress_se,regret_mean,regret_se,ranking_margin_mean,ranking_margin_se,endpoint_error_mean,endpoint_error_se
A,low_confound,oracle_effect,8,1.0,0.0,0.0,0.0,0.9330175357940031,0.001003284104228117,0.0,0.0,0.15551634243398554,0.0008505358556360167,0.1345931053738204,7.841747258994219e-05
A,low_confound,total_flow,8,0.9806250000000001,0.001315260702022884,0.019375,0.0013152607020228782,0.9099835812118502,0.0013363364390857092,0.02303395458215293,0.0008485302306870361,0.15551634243398554,0.0008505358556360167,0.02792127233441135,4.03241455650937e-05
A,main,action_conditioned_total,30,0.6136458333333333,0.002051790668493745,0.3863541666666667,0.0020517906684937447,0.6244332038840203,0.0018468015379173265,0.30907236360109464,0.0016589256432194414,0.15510840569661385,0.00059490261396124,0.32833904419676263,6.990076484018807e-05
A,main,attention_contact,30,0.0,0.0,1.0,0.0,0.03169930835694178,0.00024366863592317076,0.9018062591281735,0.000420667039823273,0.15510840569661385,0.00059490261396124,0.08522383979720462,3.320448820799692e-05
A,main,causal_residual,30,1.0,0.0,0.0,0.0,0.9172402740329305,0.00043723069923952223,0.016265293452184682,0.00021109609865598513,0.15510840569661385,0.00059490261396124,0.5042508446591835,0.00012055300998278466
A,main,oracle_effect,30,1.0,0.0,0.0,0.0,0.9335055674851153,0.00044134613939710585,0.0,0.0,0.15510840569661385,0.00059490261396124,0.4595303898128526,0.00011692852115534508
A,main,total_flow,30,0.0,0.0,1.0,0.0,0.03442108091499507,0.00021954333187121694,0.8990844865701201,0.0004786561791137136,0.15510840569661385,0.00059490261396124,0.02793053705616723,1.5588997994513023e-05
A,many_distractors,action_conditioned_total,8,0.485234375,0.005958535926771359,0.514765625,0.005958535926771357,0.523203580272366,0.005594069180683564,0.4103911348269442,0.004832988384843479,0.1550729979837413,0.0008460196473394075,0.596515654199725,0.0002181606428381351
A,many_distractors,attention_contact,8,0.0,0.0,1.0,0.0,0.046867779042104665,0.0006117274611368218,0.8867269360572057,0.0013590577758925393,0.1550729979837413,0.0008460196473394075,0.08524399836530805,5.0972980494999454e-05
A,many_distractors,causal_residual,8,1.0,0.0,0.0,0.0,0.9178903185334244,0.000915029281258141,0.015704396565885844,0.000270940210443783,0.1550729979837413,0.0008460196473394075,0.917010120090379,0.0004045381499258651
A,many_distractors,oracle_effect,8,1.0,0.0,0.0,0.0,0.9335947150993102,0.001024367447606065,0.0,0.0,0.1550729979837413,0.0008460196473394075,0.8851833490831612,0.00035892668165715084
A,many_distractors,total_flow,8,0.0,0.0,1.0,0.0,0.052580600297002164,0.000595362890427475,0.8810141148023081,0.0013316805739742063,0.1550729979837413,0.0008460196473394075,0.02791478088420968,1.5107849049712655e-05
A,one_distractor,action_conditioned_total,8,0.8572656249999999,0.0038544557283815835,0.14273437499999997,0.003854455728381578,0.8022056294011749,0.003880771974195696,0.10790272015693286,0.002905599613369625,0.8202029754251424,0.0013815479063076007,0.09339932433936653,7.082991590252904e-05
A,one_distractor,attention_contact,8,0.0275,0.0016194961738586655,0.9724999999999999,0.0016194961738586644,0.029514003089984253,0.002291043759770192,0.8805943464681236,0.0027633579883535966,0.8202029754251424,0.0013815479063076007,0.0775448219405348,8.892363676843585e-05
A,one_distractor,causal_residual,8,1.0,0.0,0.0,0.0,0.9101083495581077,0.0013667645882290288,0.0,0.0,0.8202029754251424,0.0013815479063076007,0.14234305335484818,0.00011332604174387559
A,one_distractor,oracle_effect,8,1.0,0.0,0.0,0.0,0.9101083495581077,0.0013667645882290288,0.0,0.0,0.8202029754251424,0.0013815479063076007,0.08600908964402519,9.37077910540384e-05
A,one_distractor,total_flow,8,7.8125e-05,7.8125e-05,0.9999218750000001,7.812499999999833e-05,0.00023923402813901315,0.0007334508138307555,0.9098691155299687,0.0014398951687994556,0.8202029754251424,0.0013815479063076007,0.02790056587388136,2.9143607165814244e-05
