family,setting,confound,passive_noise,seed,method,success_rate,distractor_rate,mean_progress,regret,ranking_margin,endpoint_error
A,one_distractor,2.0,0.1,1035,causal_residual,1.0,0.0,0.9125099602013556,0.0,0.821934158473743,0.1425392729615792
A,one_distractor,2.0,0.1,1035,attention_contact,0.03,0.97,0.035418268343522755,0.8770916918578329,0.821934158473743,0.07714946471776293
A,one_distractor,2.0,0.1,1035,action_conditioned_total,0.855,0.145,0.803212978085196,0.10929698211615957,0.821934158473743,0.09347457060853713
A,one_distractor,2.0,0.1,1035,oracle_effect,1.0,0.0,0.9125099602013556,0.0,0.821934158473743,0.086041827434135
A,many_distractors,2.0,0.1,1020,total_flow,0.0,1.0,0.05155145201218163,0.8829342196233939,0.15905827310434048,0.027966808503157456
A,many_distractors,2.0,0.1,1020,causal_residual,1.0,0.0,0.9195100708205212,0.014975600815054634,0.15905827310434048,0.9147561826284056
A,many_distractors,2.0,0.1,1020,attention_contact,0.0,1.0,0.046879855122003294,0.8876058165135723,0.15905827310434048,0.08519944594893543
A,many_distractors,2.0,0.1,1020,action_conditioned_total,0.503125,0.496875,0.538465217161193,0.39602045447438267,0.15905827310434048,0.5954659550876392
A,many_distractors,2.0,0.1,1020,oracle_effect,1.0,0.0,0.9344856716355757,0.0,0.15905827310434048,0.8832882907198948
A,low_confound,0.5,0.1,1025,total_flow,0.988125,0.011875,0.9136784617765494,0.01807854391778839,0.15559029523828027,0.027803321443868087
A,low_confound,0.5,0.1,1025,causal_residual,1.0,0.0,0.9159773189621034,0.015779686732234146,0.15559029523828027,0.17899590629680792
A,low_confound,0.5,0.1,1025,attention_contact,1.0,0.0,0.9136025465236571,0.018154459170680454,0.15559029523828027,0.08532341127100096
A,low_confound,0.5,0.1,1025,action_conditioned_total,1.0,0.0,0.9221346400493903,0.009622365644947407,0.15559029523828027,0.11747794807676136
A,low_confound,0.5,0.1,1025,oracle_effect,1.0,0.0,0.9317570056943377,0.0,0.15559029523828027,0.13467116196089424
A,high_confound,3.0,0.1,1030,total_flow,0.0,1.0,0.025598461338042243,0.9097492349860608,0.1554466075223963,0.027877852679725226
A,high_confound,3.0,0.1,1030,causal_residual,1.0,0.0,0.9196961301553537,0.015651566168749267,0.1554466075223963,0.722120199330452
A,high_confound,3.0,0.1,1030,attention_contact,0.0,1.0,0.024764771017830086,0.9105829253062729,0.1554466075223963,0.08514562269751703
A,high_confound,3.0,0.1,1030,action_conditioned_total,0.0075,0.9925,0.05332371998843346,0.8820239763356696,0.1554466075223963,0.46985586025358
A,high_confound,3.0,0.1,1030,oracle_effect,1.0,0.0,0.935347696324103,0.0,0.1554466075223963,0.6773597988674465
A,high_noise,2.0,0.2,1035,total_flow,0.0,1.0,0.03477586690357075,0.9006719781863645,0.15716374747163245,0.028045575953657413
A,high_noise,2.0,0.2,1035,causal_residual,0.994375,0.0025,0.8955235687435408,0.03992427634639448,0.15716374747163245,0.5619965842468553
A,high_noise,2.0,0.2,1035,attention_contact,0.0,1.0,0.03371861210413434,0.9017292329858009,0.15716374747163245,0.08519758855349853
A,high_noise,2.0,0.2,1035,action_conditioned_total,0.62375,0.37625,0.6336506326004966,0.3017972124894386,0.15716374747163245,0.328355367735546
A,high_noise,2.0,0.2,1035,oracle_effect,1.0,0.0,0.9354478450899353,0.0,0.15716374747163245,0.45967830786631436
A,main,2.0,0.1,1040,total_flow,0.0,1.0,0.032174208284498226,0.9013487711496456,0.1526686114688026,0.027920645859743
A,main,2.0,0.1,1040,causal_residual,1.0,0.0,0.9183791888868723,0.015143790547271637,0.1526686114688026,0.5033065142045414
A,main,2.0,0.1,1040,attention_contact,0.0,1.0,0.028981417003727552,0.9045415624304164,0.1526686114688026,0.08529821799158326
A,main,2.0,0.1,1040,action_conditioned_total,0.61875,0.38125,0.6295198532370807,0.3040031261970632,0.1526686114688026,0.3280213907421229
A,main,2.0,0.1,1040,oracle_effect,1.0,0.0,0.933522979434144,0.0,0.1526686114688026,0.4585622670026794
A,one_distractor,2.0,0.1,1045,total_flow,0.0,1.0,-0.0013402716935946369,0.9057014304870745,0.8143269150867256,0.027793039700376134
A,one_distractor,2.0,0.1,1045,causal_residual,1.0,0.0,0.9043611587934798,0.0,0.8143269150867256,0.14235745257959653
A,one_distractor,2.0,0.1,1045,attention_contact,0.02125,0.97875,0.021138130603593885,0.8832230281898859,0.8143269150867256,0.07742708962516638
A,one_distractor,2.0,0.1,1045,action_conditioned_total,0.855,0.145,0.7953611339622643,0.10900002483121557,0.8143269150867256,0.09362670651249126
A,one_distractor,2.0,0.1,1045,oracle_effect,1.0,0.0,0.9043611587934798,0.0,0.8143269150867256,0.08627232321220384
A,many_distractors,2.0,0.1,1050,total_flow,0.0,1.0,0.04963122101968734,0.8856910706650646,0.15526478126690255,0.027932588402842365
A,many_distractors,2.0,0.1,1050,causal_residual,1.0,0.0,0.9182006470045172,0.01712164468023474,0.15526478126690255,0.9172874367339663
A,many_distractors,2.0,0.1,1050,attention_contact,0.0,1.0,0.044818285877646954,0.890504005807105,0.15526478126690255,0.08506445200398187
A,many_distractors,2.0,0.1,1050,action_conditioned_total,0.47625,0.52375,0.5156038834415143,0.41971840824323786,0.15526478126690255,0.5964977542162553
A,many_distractors,2.0,0.1,1050,oracle_effect,1.0,0.0,0.935322291684752,0.0,0.15526478126690255,0.8853546245883595
A,low_confound,0.5,0.1,1055,total_flow,0.975,0.025,0.9048681248232384,0.02635004687580058,0.1531662451357744,0.028014061272221006
A,low_confound,0.5,0.1,1055,causal_residual,1.0,0.0,0.9148021803093875,0.016415991389651347,0.1531662451357744,0.1788590878588037
A,low_confound,0.5,0.1,1055,attention_contact,0.999375,0.000625,0.9144566001475926,0.016761571551446343,0.1531662451357744,0.08542351726411486
A,low_confound,0.5,0.1,1055,action_conditioned_total,1.0,0.0,0.9207509951409096,0.010467176558129388,0.1531662451357744,0.11704077828080238
A,low_confound,0.5,0.1,1055,oracle_effect,1.0,0.0,0.9312181716990389,0.0,0.1531662451357744,0.13450254024033528
A,high_confound,3.0,0.1,1040,total_flow,0.0,1.0,0.02224211172822743,0.9112808677059167,0.1526686114688026,0.027920645859742996
A,high_confound,3.0,0.1,1040,causal_residual,1.0,0.0,0.9183791888868723,0.015143790547271637,0.1526686114688026,0.7194616120389528
A,high_confound,3.0,0.1,1040,attention_contact,0.0,1.0,0.02163708554683875,0.9118858938873052,0.1526686114688026,0.08529821799158326
A,high_confound,3.0,0.1,1040,action_conditioned_total,0.016875,0.983125,0.0678657788431219,0.865657200591022,0.1526686114688026,0.4685222043344902
A,high_confound,3.0,0.1,1040,oracle_effect,1.0,0.0,0.933522979434144,0.0,0.1526686114688026,0.6747173648370907
A,high_noise,2.0,0.2,1045,total_flow,0.0,1.0,0.03531178830298856,0.8932552695016491,0.15027287657257277,0.027902248226091195
A,high_noise,2.0,0.2,1045,causal_residual,0.993125,0.003125,0.8904892674210677,0.0380777903835699,0.15027287657257277,0.5617597768494613
A,high_noise,2.0,0.2,1045,attention_contact,0.0,1.0,0.03224829999518395,0.8963187578094537,0.15027287657257277,0.08538319928894929
A,high_noise,2.0,0.2,1045,action_conditioned_total,0.6,0.4,0.610133997065604,0.3184330607390336,0.15027287657257277,0.32831191052769737
A,high_noise,2.0,0.2,1045,oracle_effect,1.0,0.0,0.9285670578046376,0.0,0.15027287657257277,0.4592554069706468
A,main,2.0,0.1,1070,total_flow,0.0,1.0,0.032381970930649276,0.9010506196271321,0.15924992647744307,0.027957762987364552
A,main,2.0,0.1,1070,causal_residual,1.0,0.0,0.9189812459462445,0.014451344611537098,0.15924992647744307,0.5045359142552721
A,main,2.0,0.1,1070,attention_contact,0.0,1.0,0.0302821497324852,0.9031504408252963,0.15924992647744307,0.0851912982590891
A,main,2.0,0.1,1070,action_conditioned_total,0.613125,0.386875,0.6249935567233481,0.30843903383443333,0.15924992647744307,0.32853526988110937
A,main,2.0,0.1,1070,oracle_effect,1.0,0.0,0.9334325905577814,0.0,0.15924992647744307,0.45986687690680494
A,one_distractor,2.0,0.1,1075,total_flow,0.0,1.0,0.00019415800776626524,0.9087526213207682,0.8195693149067073,0.027967361245127144
A,one_distractor,2.0,0.1,1075,causal_residual,1.0,0.0,0.9089467793285343,0.0,0.8195693149067073,0.14259438432705468
A,one_distractor,2.0,0.1,1075,attention_contact,0.029375,0.970625,0.03145035915550554,0.8774964201730288,0.8195693149067073,0.07754037468779662
A,one_distractor,2.0,0.1,1075,action_conditioned_total,0.850625,0.149375,0.7941845809275034,0.11476219840103086,0.8195693149067073,0.09335887373070381
A,one_distractor,2.0,0.1,1075,oracle_effect,1.0,0.0,0.9089467793285343,0.0,0.8195693149067073,0.08610463770789627
A,many_distractors,2.0,0.1,1060,total_flow,0.0,1.0,0.052678912568462494,0.8834201399253777,0.15590629714871224,0.027962944064476417
A,many_distractors,2.0,0.1,1060,causal_residual,1.0,0.0,0.9204633330475973,0.015635719446242858,0.15590629714871224,0.9174101299635141
A,many_distractors,2.0,0.1,1060,attention_contact,0.0,1.0,0.044821150846060843,0.8912779016477792,0.15590629714871224,0.08540036824998873
A,many_distractors,2.0,0.1,1060,action_conditioned_total,0.486875,0.513125,0.52669685030262,0.4094022021912202,0.15590629714871224,0.5970241517645953
A,many_distractors,2.0,0.1,1060,oracle_effect,1.0,0.0,0.9360990524938402,0.0,0.15590629714871224,0.8855555395280122
A,low_confound,0.5,0.1,1065,total_flow,0.980625,0.019375,0.9116356618994033,0.02218096917525191,0.15695850247966847,0.02792100713993409
A,low_confound,0.5,0.1,1065,causal_residual,1.0,0.0,0.9157999401286752,0.018016690945979952,0.15695850247966847,0.17968576419130322
A,low_confound,0.5,0.1,1065,attention_contact,1.0,0.0,0.9151146585256317,0.018701972549023362,0.15695850247966847,0.08495609894304071
A,low_confound,0.5,0.1,1065,action_conditioned_total,1.0,0.0,0.9246906925474881,0.009125938527166892,0.15695850247966847,0.11737675769059011
A,low_confound,0.5,0.1,1065,oracle_effect,1.0,0.0,0.933816631074655,0.0,0.15695850247966847,0.13491972284137965
A,high_confound,3.0,0.1,1070,total_flow,0.0,1.0,0.023839525389045328,0.9095930651687363,0.15924992647744307,0.027957762987364552
A,high_confound,3.0,0.1,1070,causal_residual,1.0,0.0,0.9189812459462445,0.014451344611537098,0.15924992647744307,0.7214195412192876
A,high_confound,3.0,0.1,1070,attention_contact,0.0,1.0,0.021212400175115186,0.9122201903826662,0.15924992647744307,0.0851912982590891
A,high_confound,3.0,0.1,1070,action_conditioned_total,0.0125,0.9875,0.06184806644276544,0.871584524115016,0.15924992647744307,0.4695096274077195
A,high_confound,3.0,0.1,1070,oracle_effect,1.0,0.0,0.9334325905577814,0.0,0.15924992647744307,0.6767505038708205
A,high_noise,2.0,0.2,1075,total_flow,0.0,1.0,0.03344535251758257,0.8996258544868857,0.1554212968541557,0.027951584549928254
A,high_noise,2.0,0.2,1075,causal_residual,0.9925,0.0025,0.8924272553609335,0.04064395164353471,0.1554212968541557,0.5611593654920223
A,high_noise,2.0,0.2,1075,attention_contact,0.0,1.0,0.03060568826023348,0.9024655187442346,0.1554212968541557,0.0854155133684995
A,high_noise,2.0,0.2,1075,action_conditioned_total,0.604375,0.395625,0.6157896098024729,0.31728159720199534,0.1554212968541557,0.3287413270249798
A,high_noise,2.0,0.2,1075,oracle_effect,1.0,0.0,0.9330712070044682,0.0,0.1554212968541557,0.4593903614585273
A,main,2.0,0.1,1080,total_flow,0.0,1.0,0.03419090825373501,0.899402484406911,0.1568438451468941,0.027919250032618633
A,main,2.0,0.1,1080,causal_residual,1.0,0.0,0.9176094054342501,0.0159839872263959,0.1568438451468941,0.5045746536184924
A,main,2.0,0.1,1080,attention_contact,0.0,1.0,0.031420876255069986,0.9021725164055759,0.1568438451468941,0.08546677263274952
A,main,2.0,0.1,1080,action_conditioned_total,0.611875,0.388125,0.6231573238800783,0.31043606878056773,0.1568438451468941,0.3282296367816691
A,main,2.0,0.1,1080,oracle_effect,1.0,0.0,0.9335933926606458,0.0,0.1568438451468941,0.45951588553169803
A,one_distractor,2.0,0.1,1085,total_flow,0.0,1.0,-0.002115137451919496,0.9181677646073103,0.8261646984246744,0.027965314022743732
A,one_distractor,2.0,0.1,1085,causal_residual,1.0,0.0,0.9160526271553908,0.0,0.8261646984246744,0.1427303359339482
A,one_distractor,2.0,0.1,1085,attention_contact,0.021875,0.978125,0.0216875289841242,0.8943650981712667,0.8261646984246744,0.0779689794002003
A,one_distractor,2.0,0.1,1085,action_conditioned_total,0.87625,0.12375,0.8226138325370909,0.0934387946183,0.8261646984246744,0.09361862665823004
A,one_distractor,2.0,0.1,1085,oracle_effect,1.0,0.0,0.9160526271553908,0.0,0.8261646984246744,0.08623313705146149
A,many_distractors,2.0,0.1,1090,total_flow,0.0,1.0,0.055320253474283196,0.8773809658778101,0.1563670999896729,0.027934189635867794
A,many_distractors,2.0,0.1,1090,causal_residual,1.0,0.0,0.9176359204905282,0.015065298861565248,0.1563670999896729,0.9177213435308557
A,many_distractors,2.0,0.1,1090,attention_contact,0.0,1.0,0.050299706743972515,0.8824015126081207,0.1563670999896729,0.08516572665208334
A,many_distractors,2.0,0.1,1090,action_conditioned_total,0.48,0.52,0.5185916875602367,0.41410953179185667,0.1563670999896729,0.5963671630361838
A,many_distractors,2.0,0.1,1090,oracle_effect,1.0,0.0,0.9327012193520933,0.0,0.1563670999896729,0.8857081839022928
A,low_confound,0.5,0.1,1095,total_flow,0.9825,0.0175,0.9100518154718682,0.023624307084566486,0.15867466524057655,0.027942763253511436
A,low_confound,0.5,0.1,1095,causal_residual,1.0,0.0,0.9186433388268866,0.01503278372954802,0.15867466524057655,0.17878935113952796
A,low_confound,0.5,0.1,1095,attention_contact,1.0,0.0,0.915857770544813,0.017818352011621602,0.15867466524057655,0.08517614887941005
A,low_confound,0.5,0.1,1095,action_conditioned_total,1.0,0.0,0.9242837206923841,0.00939240186405043,0.15867466524057655,0.11684563221884793
A,low_confound,0.5,0.1,1095,oracle_effect,1.0,0.0,0.9336761225564346,0.0,0.15867466524057655,0.13435405529994007
A,high_confound,3.0,0.1,1080,total_flow,0.0,1.0,0.023110838095273246,0.9104825545653727,0.1568438451468941,0.027919250032618633
A,high_confound,3.0,0.1,1080,causal_residual,1.0,0.0,0.9176094054342501,0.0159839872263959,0.1568438451468941,0.7212477061058192
A,high_confound,3.0,0.1,1080,attention_contact,0.0,1.0,0.02265889764828602,0.9109344950123599,0.1568438451468941,0.08546677263274952
A,high_confound,3.0,0.1,1080,action_conditioned_total,0.0125,0.9875,0.06154415766254452,0.8720492349981015,0.1568438451468941,0.4690671208984315
A,high_confound,3.0,0.1,1080,oracle_effect,1.0,0.0,0.9335933926606458,0.0,0.1568438451468941,0.6761889380190247
A,high_noise,2.0,0.2,1085,total_flow,0.0,1.0,0.03547590958269004,0.9012695237168328,0.15430982855466635,0.027994895493655844
A,high_noise,2.0,0.2,1085,causal_residual,0.995,0.001875,0.8992822719886087,0.03746316131091415,0.15430982855466635,0.5639819503115574
A,high_noise,2.0,0.2,1085,attention_contact,0.0,1.0,0.0326756487742394,0.9040697845252833,0.15430982855466635,0.08554150247367777
A,high_noise,2.0,0.2,1085,action_conditioned_total,0.626875,0.373125,0.6374580695798124,0.2992873637197103,0.15430982855466635,0.329296488581942
A,high_noise,2.0,0.2,1085,oracle_effect,1.0,0.0,0.9367454332995229,0.0,0.15430982855466635,0.4608617340892007
A,main,2.0,0.1,1110,total_flow,0.0,1.0,0.03364795901726825,0.8972009465462718,0.15581474290542416,0.027768182174979547
A,main,2.0,0.1,1110,causal_residual,1.0,0.0,0.9152882050894944,0.015560700474045529,0.15581474290542416,0.5048542834288424
A,main,2.0,0.1,1110,attention_contact,0.0,1.0,0.030396753775334198,0.9004521517882057,0.15581474290542416,0.085441728638551
A,main,2.0,0.1,1110,action_conditioned_total,0.620625,0.379375,0.6300333452467102,0.3008155603168297,0.15581474290542416,0.3286082535417961
A,main,2.0,0.1,1110,oracle_effect,1.0,0.0,0.9308489055635399,0.0,0.15581474290542416,0.45957314174217523
A,one_distractor,2.0,0.1,1115,total_flow,0.0,1.0,0.001361083260122915,0.9064405267855368,0.8169535243050209,0.027930141724704913
A,one_distractor,2.0,0.1,1115,causal_residual,1.0,0.0,0.9078016100456597,0.0,0.8169535243050209,0.1418367768712045
A,one_distractor,2.0,0.1,1115,attention_contact,0.03375,0.96625,0.03758544083133212,0.8702161692143274,0.8169535243050209,0.07777656303463687
A,one_distractor,2.0,0.1,1115,action_conditioned_total,0.840625,0.159375,0.7885430292956308,0.11925858075002878,0.8169535243050209,0.09319505890426459
A,one_distractor,2.0,0.1,1115,oracle_effect,1.0,0.0,0.9078016100456597,0.0,0.8169535243050209,0.08580687832795636
A,many_distractors,2.0,0.1,1100,total_flow,0.0,1.0,0.0533100332642326,0.8774148476947922,0.15344314271680395,0.027880592689848212
A,many_distractors,2.0,0.1,1100,causal_residual,1.0,0.0,0.9157640389248661,0.014960842034158537,0.15344314271680395,0.9186857640292545
A,many_distractors,2.0,0.1,1100,attention_contact,0.0,1.0,0.04651230732298426,0.8842125736360404,0.15344314271680395,0.08539868530561662
A,many_distractors,2.0,0.1,1100,action_conditioned_total,0.46375,0.53625,0.5035213532275035,0.4272035277315212,0.15344314271680395,0.5976198324797038
A,many_distractors,2.0,0.1,1100,oracle_effect,1.0,0.0,0.9307248809590247,0.0,0.15344314271680395,0.8867606297552357
A,low_confound,0.5,0.1,1105,total_flow,0.97875,0.02125,0.9090568051370218,0.024616883847869912,0.1568153577870019,0.028006515883940663
A,low_confound,0.5,0.1,1105,causal_residual,1.0,0.0,0.9163389589071955,0.017334730077696207,0.1568153577870019,0.17846536234582072
A,low_confound,0.5,0.1,1105,attention_contact,1.0,0.0,0.9132092050964389,0.020464483888453008,0.1568153577870019,0.08519211739188305
A,low_confound,0.5,0.1,1105,action_conditioned_total,1.0,0.0,0.9242099658357126,0.009463723149179218,0.1568153577870019,0.11680490187305648
A,low_confound,0.5,0.1,1105,oracle_effect,1.0,0.0,0.9336736889848919,0.0,0.1568153577870019,0.13432394877926984
A,high_confound,3.0,0.1,1110,total_flow,0.0,1.0,0.026135255078217012,0.9047136504853229,0.15581474290542416,0.027768182174979547
A,high_confound,3.0,0.1,1110,causal_residual,1.0,0.0,0.9152882050894944,0.015560700474045529,0.15581474290542416,0.7214439712125843
A,high_confound,3.0,0.1,1110,attention_contact,0.0,1.0,0.023513314461139922,0.9073355911024001,0.15581474290542416,0.085441728638551
A,high_confound,3.0,0.1,1110,action_conditioned_total,0.01,0.99,0.05759043589385061,0.8732584696696893,0.15581474290542416,0.4693915506012283
A,high_confound,3.0,0.1,1110,oracle_effect,1.0,0.0,0.9308489055635399,0.0,0.15581474290542416,0.6761628295259172
A,high_noise,2.0,0.2,1115,total_flow,0.0,1.0,0.03478400347468182,0.8978110470914134,0.15673770000983553,0.027911829966421903
A,high_noise,2.0,0.2,1115,causal_residual,0.995625,0.00125,0.893435473782176,0.03915957678391918,0.15673770000983553,0.5609476651545294
A,high_noise,2.0,0.2,1115,attention_contact,0.0,1.0,0.031205170031854156,0.901389880534241,0.15673770000983553,0.08544623275215034
A,high_noise,2.0,0.2,1115,action_conditioned_total,0.620625,0.379375,0.6296215392809317,0.3029735112851635,0.15673770000983553,0.3280706919075103
A,high_noise,2.0,0.2,1115,oracle_effect,1.0,0.0,0.9325950505660953,0.0,0.15673770000983553,0.4586978336374309
A,main,2.0,0.1,1120,total_flow,0.0,1.0,0.03474109453219586,0.8975915555922831,0.15582181677277127,0.028031226752049363
A,main,2.0,0.1,1120,causal_residual,1.0,0.0,0.9157585097874454,0.01657414033703351,0.15582181677277127,0.5047901210877729
A,main,2.0,0.1,1120,attention_contact,0.0,1.0,0.031912175584573536,0.9004204745399054,0.15582181677277127,0.08559223183813527
A,main,2.0,0.1,1120,action_conditioned_total,0.590625,0.409375,0.6057825136105192,0.3265501365139599,0.15582181677277127,0.32838899725463366
A,main,2.0,0.1,1120,oracle_effect,1.0,0.0,0.932332650124479,0.0,0.15582181677277127,0.45989212599710155
A,one_distractor,2.0,0.1,1125,total_flow,0.0,1.0,-0.0011461595069959837,0.9132090187784963,0.8229049738564618,0.02794033725698048
A,one_distractor,2.0,0.1,1125,causal_residual,1.0,0.0,0.9120628592715002,0.0,0.8229049738564618,0.14224667946551986
A,one_distractor,2.0,0.1,1125,attention_contact,0.02375,0.97625,0.023447230156705034,0.8886156291147952,0.8229049738564618,0.07761929632492841
A,one_distractor,2.0,0.1,1125,action_conditioned_total,0.86875,0.13125,0.8129519950906645,0.09911086418083583,0.8229049738564618,0.09328297733388075
A,one_distractor,2.0,0.1,1125,oracle_effect,1.0,0.0,0.9120628592715002,0.0,0.8229049738564618,0.08597666375394251
A,many_distractors,2.0,0.1,1130,total_flow,0.0,1.0,0.05377926315776282,0.8774666055130501,0.15241650886607244,0.027845410794874383
A,many_distractors,2.0,0.1,1130,causal_residual,1.0,0.0,0.9154913594749422,0.015754509195870604,0.15241650886607244,0.9167221005156189
A,many_distractors,2.0,0.1,1130,attention_contact,0.0,1.0,0.04681477798538138,0.8844310906854315,0.15241650886607244,0.08505950319706518
A,many_distractors,2.0,0.1,1130,action_conditioned_total,0.474375,0.525625,0.5116394022613985,0.41960646640941446,0.15241650886607244,0.5964665596867816
A,many_distractors,2.0,0.1,1130,oracle_effect,1.0,0.0,0.9312458686708129,0.0,0.15241650886607244,0.8846793006229527
A,low_confound,0.5,0.1,1135,total_flow,0.979375,0.020625,0.9139674850466522,0.02348010382762409,0.15709197512478706,0.028030456295103763
A,low_confound,0.5,0.1,1135,causal_residual,1.0,0.0,0.921281779432748,0.01616580944152807,0.15709197512478706,0.17899040941271302
A,low_confound,0.5,0.1,1135,attention_contact,1.0,0.0,0.9192844876451562,0.018163101229119932,0.15709197512478706,0.08523477749334143
A,low_confound,0.5,0.1,1135,action_conditioned_total,1.0,0.0,0.9273060376953058,0.010141551178970344,0.15709197512478706,0.11751216706559194
A,low_confound,0.5,0.1,1135,oracle_effect,1.0,0.0,0.9374475888742763,0.0,0.15709197512478706,0.13485115049518337
A,high_confound,3.0,0.1,1120,total_flow,0.0,1.0,0.023868118380697228,0.9084645317437817,0.15582181677277127,0.028031226752049363
A,high_confound,3.0,0.1,1120,causal_residual,1.0,0.0,0.9157585097874454,0.01657414033703351,0.15582181677277127,0.7215209630597489
A,high_confound,3.0,0.1,1120,attention_contact,0.0,1.0,0.021463962780748455,0.9108686873437306,0.15582181677277127,0.08559223183813527
A,high_confound,3.0,0.1,1120,action_conditioned_total,0.008125,0.991875,0.060534044255103676,0.8717986058693754,0.15582181677277127,0.46926404453641796
A,high_confound,3.0,0.1,1120,oracle_effect,1.0,0.0,0.932332650124479,0.0,0.15582181677277127,0.6766229679690774
