family,overlap,occlusion,seed,method,success_rate,distractor_rate,mean_progress,regret,ranking_margin,endpoint_error
C,0.5,0.5,3125,attention_contact,0.49333333333333335,0.13666666666666666,0.5204372249261507,0.22684856681602295,0.2831401347050701,0.08709322242740423
C,0.5,0.5,3125,oracle_effect,0.7375,0.2633333333333333,0.7472857917421737,0.0,0.2831401347050701,0.6408025149034525
C,0.75,0.0,3107,total_flow,0.9975,0.0025,0.8651569128518578,0.06622659688348637,0.15352418571781706,0.028017090714725194
C,0.75,0.0,3107,causal_residual,1.0,0.0,0.9158191690418362,0.015564340693507928,0.15352418571781706,0.7490758721734069
C,0.75,0.0,3107,attention_contact,0.9983333333333333,0.0016666666666666668,0.8651395792278523,0.06624393050749179,0.15352418571781706,0.08731783949932558
C,0.75,0.0,3107,oracle_effect,1.0,0.0,0.931383509735344,0.0,0.15352418571781706,0.7091214766344828
C,0.75,0.25,3117,total_flow,0.8191666666666667,0.015833333333333335,0.7349481013291014,0.13307411309436673,0.25951082250191365,0.027977305893936398
C,0.75,0.25,3117,causal_residual,0.935,0.06333333333333334,0.855828867747597,0.012193346675871061,0.25951082250191365,0.7490297118027356
C,0.75,0.25,3117,attention_contact,0.8225,0.005833333333333334,0.7369498647428594,0.13107234968060885,0.25951082250191365,0.08775021893026431
C,0.75,0.25,3117,oracle_effect,0.94,0.06,0.8680222144234682,0.0,0.25951082250191365,0.7090448241901698
C,0.75,0.5,3127,total_flow,0.5833333333333334,0.0275,0.5756564121465478,0.18196091223727182,0.27199423890829205,0.027983319541255363
C,0.75,0.5,3127,causal_residual,0.7525,0.245,0.7396394787053321,0.017977845678487522,0.27199423890829205,0.7498597821561767
C,0.75,0.5,3127,attention_contact,0.5883333333333334,0.006666666666666667,0.5769020643178844,0.18071526006593525,0.27199423890829205,0.08735454501114819
C,0.75,0.5,3127,oracle_effect,0.7675,0.2475,0.7576173243838197,0.0,0.27199423890829205,0.7095128227145424
C,1.0,0.0,3110,total_flow,1.0,0.0,0.8863891873549103,0.04801919171931167,0.15673030686381484,0.027944291922886683
C,1.0,0.0,3110,causal_residual,1.0,0.0,0.9198225298220264,0.014585849252195748,0.15673030686381484,0.8173913491135142
C,1.0,0.0,3110,attention_contact,1.0,0.0,0.885512328419783,0.04889605065443919,0.15673030686381484,0.08708510810022119
C,1.0,0.0,3110,oracle_effect,1.0,0.0,0.9344083790742221,0.0,0.15673030686381484,0.7773911169349635
C,1.0,0.25,3120,total_flow,0.8966666666666666,0.0,0.7987827737524533,0.06900833560310803,0.24177399800703805,0.02789278992030299
C,1.0,0.25,3120,causal_residual,0.9258333333333333,0.07416666666666667,0.853860681713458,0.013930427642103537,0.24177399800703805,0.8185033208210236
C,1.0,0.25,3120,attention_contact,0.8983333333333333,0.0,0.800161684822385,0.06762942453317634,0.24177399800703805,0.08728255930479269
C,1.0,0.25,3120,oracle_effect,0.935,0.06916666666666667,0.8677911093555615,0.0,0.24177399800703805,0.7778444200386028
C,1.0,0.5,3130,total_flow,0.6816666666666666,0.0,0.654680826944522,0.1050073984420645,0.26052451988693953,0.02788709236242004
C,1.0,0.5,3130,causal_residual,0.7366666666666667,0.2608333333333333,0.7420949164656253,0.017593308920961098,0.26052451988693953,0.8195569459256421
C,1.0,0.5,3130,attention_contact,0.6875,0.0,0.6565279104973181,0.1031603148892684,0.26052451988693953,0.08756337921805143
C,1.0,0.5,3130,oracle_effect,0.7525,0.2658333333333333,0.7596882253865864,0.0,0.26052451988693953,0.7786593109928744
C,0.0,0.0,3200,total_flow,0.0,1.0,0.02948801158999529,0.9065507647099533,0.1591289661562054,0.027673097537022375
C,0.0,0.0,3200,causal_residual,1.0,0.0,0.9180648198129814,0.0179739564869673,0.1591289661562054,0.5567163097876592
C,0.0,0.0,3200,attention_contact,0.0,1.0,0.026205683956425474,0.909833092343523,0.1591289661562054,0.0872016771529931
C,0.0,0.0,3200,oracle_effect,1.0,0.0,0.9360387762999485,0.0,0.1591289661562054,0.5141206303512159
C,0.0,0.25,3210,total_flow,0.0,1.0,0.03480154529466086,0.8334098226894182,0.3444995446245582,0.027855564832073895
C,0.0,0.25,3210,causal_residual,0.9475,0.008333333333333333,0.8532502722797414,0.01496109570433789,0.3444995446245582,0.5566954665717164
C,0.0,0.25,3210,attention_contact,0.0,1.0,0.03119230230861299,0.8370190656754662,0.3444995446245582,0.08711132983977297
C,0.0,0.25,3210,oracle_effect,0.9491666666666667,0.006666666666666667,0.868211367984079,0.0,0.3444995446245582,0.5136728058454623
C,0.0,0.5,3220,total_flow,0.0,1.0,0.032310055437561186,0.6761342380572117,0.3972001632868784,0.027703562208591728
C,0.0,0.5,3220,causal_residual,0.7458333333333333,0.05333333333333334,0.6867795964358571,0.021664697058915803,0.3972001632868784,0.5586326909398719
C,0.0,0.5,3220,attention_contact,0.0,1.0,0.03294721781571923,0.6754970756790537,0.3972001632868784,0.08727170595395553
C,0.0,0.5,3220,oracle_effect,0.7458333333333333,0.03166666666666667,0.7084442934947729,0.0,0.3972001632868784,0.5156273503060134
C,0.25,0.0,3202,total_flow,0.45666666666666667,0.5458333333333333,0.47520389495820353,0.45727805304549585,0.15677552435114045,0.027715884585470012
C,0.25,0.0,3202,causal_residual,1.0,0.0,0.9148820941258589,0.017599853877840684,0.15677552435114045,0.6209629682805762
C,0.25,0.0,3202,attention_contact,0.5633333333333334,0.43833333333333335,0.552245457824929,0.3802364901787705,0.15677552435114045,0.0875043043871419
C,0.25,0.0,3202,oracle_effect,1.0,0.0,0.9324819480036994,0.0,0.15677552435114045,0.5797221524578285
C,0.25,0.25,3212,total_flow,0.3541666666666667,0.6208333333333333,0.40101015623139896,0.45822925899202893,0.28080275818408396,0.027783716648799264
C,0.25,0.25,3212,causal_residual,0.9291666666666667,0.0525,0.8450308005267916,0.014208614696636352,0.28080275818408396,0.6204452884696344
C,0.25,0.25,3212,attention_contact,0.4216666666666667,0.5033333333333333,0.4448512326476676,0.4143881825757604,0.28080275818408396,0.08711981710474663
C,0.25,0.25,3212,oracle_effect,0.9308333333333333,0.06,0.859239415223428,0.0,0.28080275818408396,0.5787789079626154
C,0.25,0.5,3222,total_flow,0.24,0.7125,0.3335027227107434,0.41598144836680057,0.3295739948380176,0.028080882791213332
C,0.25,0.5,3222,causal_residual,0.7575,0.17,0.731368424719381,0.018115746358162873,0.3295739948380176,0.6154689925799556
C,0.25,0.5,3222,attention_contact,0.29583333333333334,0.5733333333333334,0.37092140543908075,0.37856276563846314,0.3295739948380176,0.0870604259601237
C,0.25,0.5,3222,oracle_effect,0.76,0.19666666666666666,0.749484171077544,0.0,0.3295739948380176,0.5745529280536319
C,0.5,0.0,3205,total_flow,0.89,0.1125,0.7903794723267431,0.14053000017038475,0.15501365690563573,0.028121211954551674
C,0.5,0.0,3205,causal_residual,0.9991666666666666,0.0008333333333333334,0.9139711120079324,0.016938360489195503,0.15501365690563573,0.6812305139112863
C,0.5,0.0,3205,attention_contact,0.9133333333333333,0.08833333333333333,0.8062209033381356,0.12468856915899217,0.15501365690563573,0.08750536579295802
C,0.5,0.0,3205,oracle_effect,1.0,0.0,0.9309094724971279,0.0,0.15501365690563573,0.6413906296953786
C,0.5,0.25,3215,total_flow,0.6833333333333333,0.17583333333333334,0.6598360413543393,0.2059363737366279,0.264656029509513,0.028007547203830002
C,0.5,0.25,3215,causal_residual,0.9241666666666667,0.06833333333333333,0.8513804345741343,0.014391980516832957,0.264656029509513,0.6818962406850702
C,0.5,0.25,3215,attention_contact,0.7133333333333334,0.10916666666666666,0.6759136132582774,0.18985880183268994,0.264656029509513,0.08700629599985023
C,0.5,0.25,3215,oracle_effect,0.9291666666666667,0.07,0.8657724150909675,0.0,0.264656029509513,0.6414343819042426
C,0.5,0.5,3225,total_flow,0.485,0.24416666666666667,0.5194054704247293,0.23156799729392646,0.2854422994760108,0.02792294084362427
C,0.5,0.5,3225,causal_residual,0.735,0.24416666666666667,0.732506608817362,0.018466858901293792,0.2854422994760108,0.6835244306023052
C,0.5,0.5,3225,attention_contact,0.5083333333333333,0.14333333333333334,0.5265694057807491,0.22440406193790655,0.2854422994760108,0.08763138567481214
C,0.5,0.5,3225,oracle_effect,0.7458333333333333,0.26,0.7509734677186557,0.0,0.2854422994760108,0.6435458328294646
C,0.75,0.0,3207,total_flow,0.9966666666666667,0.0033333333333333335,0.8687488744543884,0.06550939573420243,0.15788121417539916,0.02783871580257719
C,0.75,0.0,3207,causal_residual,0.9991666666666666,0.0008333333333333334,0.9168500973274606,0.017408172861130364,0.15788121417539916,0.7525560479803776
C,0.75,0.0,3207,attention_contact,0.9966666666666667,0.0033333333333333335,0.8687085819768132,0.06554968821177785,0.15788121417539916,0.08698573352997117
C,0.75,0.0,3207,oracle_effect,1.0,0.0,0.934258270188591,0.0,0.15788121417539916,0.7122875671326788
C,0.75,0.25,3217,total_flow,0.8166666666666667,0.0075,0.7341379969411775,0.1368798833373761,0.2610668962349334,0.02808928528765683
C,0.75,0.25,3217,causal_residual,0.9458333333333333,0.059166666666666666,0.8573163473119598,0.013701532966593826,0.2610668962349334,0.7477632505486863
C,0.75,0.25,3217,attention_contact,0.8158333333333333,0.0016666666666666668,0.7338009595848417,0.13721692069371197,0.2610668962349334,0.08729951472242856
C,0.75,0.25,3217,oracle_effect,0.9491666666666667,0.058333333333333334,0.8710178802785538,0.0,0.2610668962349334,0.7078322342202317
C,0.75,0.5,3227,total_flow,0.5883333333333334,0.021666666666666667,0.5840423876337681,0.1819372490450773,0.28630486483117434,0.02777150439667374
C,0.75,0.5,3227,causal_residual,0.7516666666666667,0.2425,0.7474950530235033,0.018484583655342255,0.28630486483117434,0.7508742036359397
C,0.75,0.5,3227,attention_contact,0.5908333333333333,0.01,0.5840291081857892,0.18195052849305626,0.28630486483117434,0.0872676270038689
C,0.75,0.5,3227,oracle_effect,0.7641666666666667,0.24916666666666668,0.7659796366788455,0.0,0.28630486483117434,0.7112540205414052
C,1.0,0.0,3210,total_flow,1.0,0.0,0.8857829469481161,0.05003559710769808,0.155650072522722,0.027821403803353822
C,1.0,0.0,3210,causal_residual,0.9991666666666666,0.0008333333333333334,0.9181777273400221,0.017640816715792144,0.155650072522722,0.8182074324483766
C,1.0,0.0,3210,attention_contact,1.0,0.0,0.8838585007548448,0.051960043300969296,0.155650072522722,0.0873939032272436
C,1.0,0.0,3210,oracle_effect,1.0,0.0,0.9358185440558141,0.0,0.155650072522722,0.7784070963663876
C,1.0,0.25,3220,total_flow,0.905,0.0,0.804878879344466,0.06894557029996846,0.25476321316513567,0.02800113395899704
C,1.0,0.25,3220,causal_residual,0.9375,0.06,0.8584077272955882,0.015416722348846315,0.25476321316513567,0.8216237319552436
C,1.0,0.25,3220,attention_contact,0.9058333333333334,0.0,0.8052464012749797,0.06857804836945469,0.25476321316513567,0.08695407669749557
C,1.0,0.25,3220,oracle_effect,0.9458333333333333,0.056666666666666664,0.8738244496444344,0.0,0.25476321316513567,0.7814016580744185
C,1.0,0.5,3230,total_flow,0.69,0.0,0.653128775970929,0.10727795523020746,0.26564528728424874,0.027990142596404782
C,1.0,0.5,3230,causal_residual,0.7441666666666666,0.2675,0.739918155789492,0.02048857541164441,0.26564528728424874,0.8175593424181447
C,1.0,0.5,3230,attention_contact,0.6841666666666667,0.0,0.649135254978124,0.11127147622301263,0.26564528728424874,0.08708941628829116
C,1.0,0.5,3230,oracle_effect,0.7633333333333333,0.26,0.7604067312011366,0.0,0.26564528728424874,0.7770194005267923
C,0.0,0.0,3300,total_flow,0.0,1.0,0.032568169257257425,0.8982464472021608,0.1496280061644778,0.02784418440370515
C,0.0,0.0,3300,causal_residual,1.0,0.0,0.9172025281283637,0.013612088331054725,0.1496280061644778,0.5555766412512594
C,0.0,0.0,3300,attention_contact,0.0,1.0,0.030022882045093333,0.900791734414325,0.1496280061644778,0.08711469178879189
C,0.0,0.0,3300,oracle_effect,1.0,0.0,0.9308146164594184,0.0,0.1496280061644778,0.5123637458849828
C,0.0,0.25,3310,total_flow,0.0,1.0,0.0323303107261886,0.821601820952602,0.3453900784667668,0.027854782618934266
C,0.0,0.25,3310,causal_residual,0.93,0.013333333333333334,0.8395874806755019,0.014344651003288711,0.3453900784667668,0.5569590057789197
C,0.0,0.25,3310,attention_contact,0.0,1.0,0.030785663474754046,0.8231464682040365,0.3453900784667668,0.08731303705760651
C,0.0,0.25,3310,oracle_effect,0.9308333333333333,0.005,0.8539321316787907,0.0,0.3453900784667668,0.5146133543230124
C,0.0,0.5,3320,total_flow,0.0,1.0,0.03063154599340112,0.6737474090402181,0.38393116804344374,0.02785839643966072
C,0.0,0.5,3320,causal_residual,0.7366666666666667,0.0625,0.6803200827612892,0.024058872272330025,0.38393116804344374,0.5548203146970279
C,0.0,0.5,3320,attention_contact,0.0,1.0,0.027876433248516783,0.6765025217851025,0.38393116804344374,0.08727832747231033
C,0.0,0.5,3320,oracle_effect,0.7366666666666667,0.025833333333333333,0.7043789550336192,0.0,0.38393116804344374,0.5121423391896578
C,0.25,0.0,3302,total_flow,0.46166666666666667,0.5416666666666666,0.47237721343360267,0.4601660286148109,0.15468662995418303,0.02803121926390336
C,0.25,0.0,3302,causal_residual,0.9991666666666666,0.0008333333333333334,0.9183291074853069,0.014214134563106712,0.15468662995418303,0.6210434165721433
C,0.25,0.0,3302,attention_contact,0.5641666666666667,0.44,0.5467597988958453,0.3857834431525683,0.15468662995418303,0.08730169246811138
C,0.25,0.0,3302,oracle_effect,1.0,0.0,0.9325432420484135,0.0,0.15468662995418303,0.5798504151852605
C,0.25,0.25,3312,total_flow,0.3425,0.6333333333333333,0.3989998841562405,0.4677260282292111,0.2871108052091278,0.027934794969873257
C,0.25,0.25,3312,causal_residual,0.9391666666666667,0.04666666666666667,0.8539998364724651,0.012726075912986709,0.2871108052091278,0.6167495696334753
C,0.25,0.25,3312,attention_contact,0.415,0.51,0.44226668451043216,0.4244592278750195,0.2871108052091278,0.08748506346367753
C,0.25,0.25,3312,oracle_effect,0.9416666666666667,0.051666666666666666,0.8667259123854516,0.0,0.2871108052091278,0.5754375000629787
C,0.25,0.5,3322,total_flow,0.23416666666666666,0.7058333333333333,0.3284693257324584,0.41781702876955923,0.32872197268182834,0.027941488101907216
C,0.25,0.5,3322,causal_residual,0.7508333333333334,0.165,0.7272225857522737,0.019063768749743866,0.32872197268182834,0.6165052881954511
C,0.25,0.5,3322,attention_contact,0.29583333333333334,0.5641666666666667,0.359561375023658,0.3867249794783597,0.32872197268182834,0.08732297186712971
C,0.25,0.5,3322,oracle_effect,0.7525,0.19166666666666668,0.7462863545020176,0.0,0.32872197268182834,0.5755326919674335
C,0.5,0.0,3305,total_flow,0.8816666666666667,0.11833333333333333,0.7890155698588946,0.14612566481731165,0.15833565099366761,0.02777594443842374
C,0.5,0.0,3305,causal_residual,1.0,0.0,0.9202899383599231,0.01485129631628316,0.15833565099366761,0.6828660298242345
C,0.5,0.0,3305,attention_contact,0.9208333333333333,0.08,0.8146967464780273,0.12044448819817902,0.15833565099366761,0.0870326885181322
C,0.5,0.0,3305,oracle_effect,1.0,0.0,0.9351412346762065,0.0,0.15833565099366761,0.6431190299619194
