family,overlap,occlusion,seed,method,success_rate,distractor_rate,mean_progress,regret,ranking_margin,endpoint_error
C,0.5,0.25,3315,total_flow,0.7133333333333334,0.165,0.6726966557574305,0.19823876236771112,0.276615072458906,0.02801626870538038
C,0.5,0.25,3315,causal_residual,0.9291666666666667,0.065,0.8571808319922767,0.013754586132864921,0.276615072458906,0.6846028355039281
C,0.5,0.25,3315,attention_contact,0.7366666666666667,0.10583333333333333,0.6839754221574449,0.18695999596769672,0.276615072458906,0.08766252027065274
C,0.5,0.25,3315,oracle_effect,0.9341666666666667,0.065,0.8709354181251416,0.0,0.276615072458906,0.6442086783764632
C,0.5,0.5,3325,total_flow,0.5233333333333333,0.23166666666666666,0.5453558805006086,0.22373574887365483,0.304521770080721,0.028005604678329986
C,0.5,0.5,3325,causal_residual,0.7675,0.20666666666666667,0.7520399752071931,0.017051654167070354,0.304521770080721,0.6839244653317836
C,0.5,0.5,3325,attention_contact,0.5416666666666666,0.1275,0.5529817907730742,0.2161098386011894,0.304521770080721,0.08721853797356394
C,0.5,0.5,3325,oracle_effect,0.7766666666666666,0.22666666666666666,0.7690916293742635,0.0,0.304521770080721,0.6444090738422539
C,0.75,0.0,3307,total_flow,0.9975,0.0025,0.8679329279295067,0.06252573021273496,0.1510367005812306,0.02793079954867507
C,0.75,0.0,3307,causal_residual,1.0,0.0,0.9145522931854126,0.015906364956828897,0.1510367005812306,0.7514675182593772
C,0.75,0.0,3307,attention_contact,0.9983333333333333,0.0016666666666666668,0.8687754018852182,0.06168325625702344,0.1510367005812306,0.08714939709219374
C,0.75,0.0,3307,oracle_effect,1.0,0.0,0.9304586581422416,0.0,0.1510367005812306,0.7109201662420427
C,0.75,0.25,3317,total_flow,0.79,0.0125,0.7172265160658248,0.14203569478994518,0.24860987519287894,0.027794747912784364
C,0.75,0.25,3317,causal_residual,0.9116666666666666,0.08583333333333333,0.8424766258789965,0.016785584976773526,0.24860987519287894,0.7526390506417628
C,0.75,0.25,3317,attention_contact,0.8,0.0033333333333333335,0.7229774433886393,0.13628476746713072,0.24860987519287894,0.08698161394063052
C,0.75,0.25,3317,oracle_effect,0.9191666666666667,0.08416666666666667,0.85926221085577,0.0,0.24860987519287894,0.7117484677317826
C,0.75,0.5,3327,total_flow,0.5908333333333333,0.023333333333333334,0.585385171269941,0.1790839773714391,0.27270052477858003,0.027844540043721347
C,0.75,0.5,3327,causal_residual,0.7558333333333334,0.23916666666666667,0.747289104612204,0.01718004402917615,0.27270052477858003,0.7524116280379596
C,0.75,0.5,3327,attention_contact,0.5925,0.006666666666666667,0.5856365800224264,0.17883256861895375,0.27270052477858003,0.08705751579311877
C,0.75,0.5,3327,oracle_effect,0.7675,0.24916666666666668,0.7644691486413803,0.0,0.27270052477858003,0.7126115925464038
C,1.0,0.0,3310,total_flow,1.0,0.0,0.883985085497881,0.048919203846828734,0.15313515779076198,0.027877000926033936
C,1.0,0.0,3310,causal_residual,1.0,0.0,0.9144336670348817,0.018470622309827864,0.15313515779076198,0.8203308117120269
C,1.0,0.0,3310,attention_contact,1.0,0.0,0.8842306685418072,0.048673620802902516,0.15313515779076198,0.08726018255817834
C,1.0,0.0,3310,oracle_effect,1.0,0.0,0.9329042893447098,0.0,0.15313515779076198,0.779947495285761
C,1.0,0.25,3320,total_flow,0.8908333333333334,0.0,0.7954823544678976,0.07077078418889148,0.2540770537203051,0.027825216097150024
C,1.0,0.25,3320,causal_residual,0.935,0.06416666666666666,0.8549949967710238,0.011258141885765417,0.2540770537203051,0.8168258515358147
C,1.0,0.25,3320,attention_contact,0.8925,0.0,0.7958269853205389,0.07042615333625013,0.2540770537203051,0.08745139744186035
C,1.0,0.25,3320,oracle_effect,0.9391666666666667,0.06583333333333333,0.8662531386567891,0.0,0.2540770537203051,0.7763227466730281
C,1.0,0.5,3330,total_flow,0.6975,0.0,0.6632955632162855,0.10383352334845054,0.26501621445389406,0.027823443880047302
C,1.0,0.5,3330,causal_residual,0.7558333333333334,0.245,0.7491910192313405,0.01793806733339558,0.26501621445389406,0.817750958455552
C,1.0,0.5,3330,attention_contact,0.695,0.0,0.6627604100309903,0.10436867653374575,0.26501621445389406,0.08740753665312541
C,1.0,0.5,3330,oracle_effect,0.7716666666666666,0.24666666666666667,0.7671290865647361,0.0,0.26501621445389406,0.7777706486212804
C,0.0,0.0,3400,total_flow,0.0,1.0,0.03441608399373141,0.8990525222926586,0.15313056771690584,0.02804096116000327
C,0.0,0.0,3400,causal_residual,1.0,0.0,0.9165287511496588,0.016939855136731193,0.15313056771690584,0.5558490909402153
C,0.0,0.0,3400,attention_contact,0.0,1.0,0.02966334221002983,0.9038052640763601,0.15313056771690584,0.08686291667966174
C,0.0,0.0,3400,oracle_effect,1.0,0.0,0.93346860628639,0.0,0.15313056771690584,0.5125570940994236
C,0.0,0.25,3410,total_flow,0.0,1.0,0.03222127987234689,0.820966179845599,0.34983349516889567,0.027995726612095997
C,0.0,0.25,3410,causal_residual,0.9333333333333333,0.013333333333333334,0.838426261719718,0.014761197998227745,0.34983349516889567,0.5573540826640208
C,0.0,0.25,3410,attention_contact,0.0,1.0,0.030168325160681988,0.8230191345572638,0.34983349516889567,0.08729789224402705
C,0.0,0.25,3410,oracle_effect,0.9341666666666667,0.006666666666666667,0.8531874597179459,0.0,0.34983349516889567,0.5142046015169893
C,0.0,0.5,3420,total_flow,0.0,1.0,0.031853452990261835,0.6726563375865973,0.3877467903107882,0.02810432931983779
C,0.0,0.5,3420,causal_residual,0.7391666666666666,0.0475,0.679410206074674,0.02509958450218506,0.3877467903107882,0.5562855601647028
C,0.0,0.5,3420,attention_contact,0.0,1.0,0.03243773144837975,0.6720720591284794,0.3877467903107882,0.0873744965651801
C,0.0,0.5,3420,oracle_effect,0.74,0.021666666666666667,0.7045097905768591,0.0,0.3877467903107882,0.5127252044090432
C,0.25,0.0,3402,total_flow,0.45416666666666666,0.5516666666666666,0.4664414859666857,0.47075464404924505,0.15584616187892564,0.027875061501820446
C,0.25,0.0,3402,causal_residual,1.0,0.0,0.9201447908720862,0.017051339143844723,0.15584616187892564,0.6189577062977617
C,0.25,0.0,3402,attention_contact,0.56,0.44416666666666665,0.5461572444364216,0.3910388855795093,0.15584616187892564,0.08699389398590536
C,0.25,0.0,3402,oracle_effect,1.0,0.0,0.9371961300159309,0.0,0.15584616187892564,0.5777555301946264
C,0.25,0.25,3412,total_flow,0.3466666666666667,0.625,0.39426317918761783,0.47785781883427136,0.28224051048421195,0.027840180146677357
C,0.25,0.25,3412,causal_residual,0.95,0.03916666666666667,0.8587671644310403,0.013353833590849046,0.28224051048421195,0.6194669980947871
C,0.25,0.25,3412,attention_contact,0.41833333333333333,0.5141666666666667,0.4434602518963178,0.42866074612557137,0.28224051048421195,0.0874346104050252
C,0.25,0.25,3412,oracle_effect,0.9525,0.043333333333333335,0.8721209980218892,0.0,0.28224051048421195,0.5783332314677178
C,0.25,0.5,3422,total_flow,0.24916666666666668,0.6925,0.336878302283708,0.4025946306179278,0.31722992165849767,0.028154141288895634
C,0.25,0.5,3422,causal_residual,0.74,0.17833333333333334,0.7200594544367086,0.019413478464927234,0.31722992165849767,0.6190828751626966
C,0.25,0.5,3422,attention_contact,0.29583333333333334,0.5525,0.36067029928603406,0.3788026336156017,0.31722992165849767,0.08763804251112249
C,0.25,0.5,3422,oracle_effect,0.7416666666666667,0.20583333333333334,0.7394729329016357,0.0,0.31722992165849767,0.5780094399306037
C,0.5,0.0,3405,total_flow,0.9,0.1,0.7990671633424388,0.13829640669903548,0.16279001810447488,0.028227117894488812
C,0.5,0.0,3405,causal_residual,1.0,0.0,0.9222759677972914,0.01508760224418283,0.16279001810447488,0.6857963649009245
C,0.5,0.0,3405,attention_contact,0.925,0.075,0.8148126338789611,0.12255093616251315,0.16279001810447488,0.08779595051441895
C,0.5,0.0,3405,oracle_effect,1.0,0.0,0.9373635700414743,0.0,0.16279001810447488,0.6456531225618352
C,0.5,0.25,3415,total_flow,0.71,0.15916666666666668,0.6724422552595153,0.19733958948477426,0.2630315516673711,0.028278800594086165
C,0.5,0.25,3415,causal_residual,0.9366666666666666,0.058333333333333334,0.8569641082382417,0.012817736506047991,0.2630315516673711,0.6856975154697232
C,0.5,0.25,3415,attention_contact,0.7466666666666667,0.09083333333333334,0.6904304367925284,0.17935140795176127,0.2630315516673711,0.08738665771995814
C,0.5,0.25,3415,oracle_effect,0.9391666666666667,0.06,0.8697818447442897,0.0,0.2630315516673711,0.6448731626997853
C,0.5,0.5,3425,total_flow,0.4975,0.2275,0.5257479073116156,0.22603048442248497,0.2834921482086577,0.027982732646119123
C,0.5,0.5,3425,causal_residual,0.7341666666666666,0.245,0.7346515736119941,0.017126818122106403,0.2834921482086577,0.68478543204169
C,0.5,0.5,3425,attention_contact,0.5091666666666667,0.1375,0.5259838829637045,0.2257945087703962,0.2834921482086577,0.08727396418904712
C,0.5,0.5,3425,oracle_effect,0.7408333333333333,0.26,0.7517783917341005,0.0,0.2834921482086577,0.6449513162976337
C,0.75,0.0,3407,total_flow,0.9958333333333333,0.005,0.8669372877688151,0.06545453442858576,0.15209760752399046,0.02803672933414438
C,0.75,0.0,3407,causal_residual,0.9975,0.0025,0.9178030970753333,0.01458872512206756,0.15209760752399046,0.7511298779915049
C,0.75,0.0,3407,attention_contact,0.9991666666666666,0.0016666666666666668,0.8677270328931403,0.06466478930426046,0.15209760752399046,0.08724469889181315
C,0.75,0.0,3407,oracle_effect,1.0,0.0,0.9323918221974009,0.0,0.15209760752399046,0.7109629399957798
C,0.75,0.25,3417,total_flow,0.8191666666666667,0.013333333333333334,0.7377223682301336,0.1253709522121221,0.254464561556923,0.02808298657834416
C,0.75,0.25,3417,causal_residual,0.9275,0.07,0.8482566861035921,0.014836634338663635,0.254464561556923,0.7519447916545642
C,0.75,0.25,3417,attention_contact,0.8208333333333333,0.0025,0.7367508777185721,0.1263424427236837,0.254464561556923,0.08713252562396626
C,0.75,0.25,3417,oracle_effect,0.9341666666666667,0.06916666666666667,0.8630933204422558,0.0,0.254464561556923,0.7115191677536944
C,0.75,0.5,3427,total_flow,0.6116666666666667,0.028333333333333332,0.6007533108994247,0.16294173673649517,0.2679154924641436,0.028060693003248413
C,0.75,0.5,3427,causal_residual,0.7583333333333333,0.24166666666666667,0.7465712219863002,0.017123825649619694,0.2679154924641436,0.7518504486727301
C,0.75,0.5,3427,attention_contact,0.6108333333333333,0.009166666666666667,0.5980498510023354,0.1656451966335845,0.2679154924641436,0.08719343971626149
C,0.75,0.5,3427,oracle_effect,0.7666666666666667,0.24833333333333332,0.76369504763592,0.0,0.2679154924641436,0.7116677739258092
C,1.0,0.0,3410,total_flow,1.0,0.0,0.8845612808014078,0.04835504158576193,0.15563603885718147,0.02811730935732168
C,1.0,0.0,3410,causal_residual,1.0,0.0,0.9161072394276422,0.016809082959527714,0.15563603885718147,0.8208044267036232
C,1.0,0.0,3410,attention_contact,1.0,0.0,0.8839426399434827,0.04897368244368716,0.15563603885718147,0.08717234806245497
C,1.0,0.0,3410,oracle_effect,1.0,0.0,0.9329163223871698,0.0,0.15563603885718147,0.7795378870472924
C,1.0,0.25,3420,total_flow,0.8941666666666667,0.0,0.7998903690052016,0.06559354713343628,0.25237246292891213,0.02821037742795984
C,1.0,0.25,3420,causal_residual,0.9308333333333333,0.07333333333333333,0.8518449705874858,0.013638945551152117,0.25237246292891213,0.8171390239797827
C,1.0,0.25,3420,attention_contact,0.8908333333333334,0.0,0.7961613644302978,0.06932255170834006,0.25237246292891213,0.08729491979218709
C,1.0,0.25,3420,oracle_effect,0.9383333333333334,0.06666666666666667,0.865483916138638,0.0,0.25237246292891213,0.7768779105298446
C,1.0,0.5,3430,total_flow,0.705,0.0,0.665779328015261,0.1033272900159075,0.27010591052972954,0.027971574211371277
C,1.0,0.5,3430,causal_residual,0.7525,0.24583333333333332,0.7499622363141051,0.019144381717063435,0.27010591052972954,0.8171994007861957
C,1.0,0.5,3430,attention_contact,0.7058333333333333,0.0,0.6660344505169137,0.10307216751425474,0.27010591052972954,0.08737168518969336
C,1.0,0.5,3430,oracle_effect,0.7675,0.24416666666666667,0.7691066180311684,0.0,0.27010591052972954,0.7774966566065843
C,0.0,0.0,3500,total_flow,0.0,1.0,0.033361411172604626,0.9032807433026445,0.1610762162624245,0.027807872668287305
C,0.0,0.0,3500,causal_residual,1.0,0.0,0.923222033361842,0.01342012111340716,0.1610762162624245,0.5572880305780001
C,0.0,0.0,3500,attention_contact,0.0,1.0,0.033624185793325795,0.9030179686819232,0.1610762162624245,0.08693252734625893
C,0.0,0.0,3500,oracle_effect,1.0,0.0,0.936642154475249,0.0,0.1610762162624245,0.5139940766447729
C,0.0,0.25,3510,total_flow,0.0,1.0,0.03330678581830436,0.8192897635961036,0.334159378699927,0.02775480663720788
C,0.0,0.25,3510,causal_residual,0.9258333333333333,0.019166666666666665,0.8362370243648669,0.016359525049541166,0.334159378699927,0.5542779274263726
C,0.0,0.25,3510,attention_contact,0.0,1.0,0.030497569134247594,0.8220989802801605,0.334159378699927,0.08670042428181238
C,0.0,0.25,3510,oracle_effect,0.9258333333333333,0.004166666666666667,0.8525965494144081,0.0,0.334159378699927,0.5115313620669747
C,0.0,0.5,3520,total_flow,0.0,1.0,0.03743686141522558,0.6865631369881745,0.39513743038787585,0.02765907149330614
C,0.0,0.5,3520,causal_residual,0.7566666666666667,0.04083333333333333,0.7029154526910264,0.021084545712373684,0.39513743038787585,0.5557130500516426
C,0.0,0.5,3520,attention_contact,0.0,1.0,0.03432528397135369,0.6896747144320464,0.39513743038787585,0.08740598694044327
C,0.0,0.5,3520,oracle_effect,0.7566666666666667,0.021666666666666667,0.7239999984034001,0.0,0.39513743038787585,0.5131350109056275
C,0.25,0.0,3502,total_flow,0.42833333333333334,0.5791666666666667,0.45002902944248696,0.4833897430427291,0.15362906067504772,0.027920804772101928
C,0.25,0.0,3502,causal_residual,1.0,0.0,0.9173153077632717,0.01610346472194423,0.15362906067504772,0.6155435740543467
C,0.25,0.0,3502,attention_contact,0.5408333333333334,0.465,0.5327836471961963,0.40063512528901973,0.15362906067504772,0.0867144280262321
C,0.25,0.0,3502,oracle_effect,1.0,0.0,0.9334187724852162,0.0,0.15362906067504772,0.5748912096159773
C,0.25,0.25,3512,total_flow,0.34833333333333333,0.6116666666666667,0.4035706884739173,0.46541967143712565,0.29333081766622215,0.028021756338399956
C,0.25,0.25,3512,causal_residual,0.9333333333333333,0.04666666666666667,0.8550766658013553,0.013913694109687463,0.29333081766622215,0.6199721420783734
C,0.25,0.25,3512,attention_contact,0.43166666666666664,0.49416666666666664,0.4556760633194525,0.4133142965915904,0.29333081766622215,0.08731589723739441
C,0.25,0.25,3512,oracle_effect,0.9375,0.0525,0.8689903599110429,0.0,0.29333081766622215,0.5789404724817913
C,0.25,0.5,3522,total_flow,0.24833333333333332,0.67,0.3421352820212593,0.40334851720035164,0.31978509780273306,0.028052518149848642
C,0.25,0.5,3522,causal_residual,0.7475,0.17916666666666667,0.7272105196037214,0.01827327961788954,0.31978509780273306,0.6208750658350494
C,0.25,0.5,3522,attention_contact,0.29583333333333334,0.535,0.36811782900360773,0.37736597021800333,0.31978509780273306,0.08720187535445266
C,0.25,0.5,3522,oracle_effect,0.7475,0.2075,0.7454837992216109,0.0,0.31978509780273306,0.5794176414655211
C,0.5,0.0,3505,total_flow,0.8866666666666667,0.115,0.7860512756746625,0.14412721751979976,0.15318247812696276,0.027931533063308756
C,0.5,0.0,3505,causal_residual,1.0,0.0,0.913416618811666,0.016761874382796346,0.15318247812696276,0.6846191546955305
C,0.5,0.0,3505,attention_contact,0.9216666666666666,0.07916666666666666,0.8121850704049413,0.11799342278952106,0.15318247812696276,0.08745710504166813
C,0.5,0.0,3505,oracle_effect,1.0,0.0,0.9301784931944623,0.0,0.15318247812696276,0.6440854068408535
C,0.5,0.25,3515,total_flow,0.695,0.1875,0.6614130376774305,0.21398511445269913,0.2759946967880953,0.02812359026500585
C,0.5,0.25,3515,causal_residual,0.9433333333333334,0.0525,0.8606475072752425,0.014750644854887055,0.2759946967880953,0.6837664372604253
C,0.5,0.25,3515,attention_contact,0.7191666666666666,0.11666666666666667,0.6714988767192103,0.20389927541091935,0.2759946967880953,0.08730913330558747
C,0.5,0.25,3515,oracle_effect,0.9466666666666667,0.05333333333333334,0.8753981521301297,0.0,0.2759946967880953,0.6431159797402015
C,0.5,0.5,3525,total_flow,0.5075,0.2275,0.5376900398236589,0.22214134354837115,0.29222330078241315,0.027875876971059105
C,0.5,0.5,3525,causal_residual,0.7541666666666667,0.22583333333333333,0.7443333748289069,0.015498008543123104,0.29222330078241315,0.680357705860476
C,0.5,0.5,3525,attention_contact,0.525,0.135,0.5447359040313342,0.21509547934069587,0.29222330078241315,0.08674406528144916
C,0.5,0.5,3525,oracle_effect,0.76,0.2325,0.7598313833720302,0.0,0.29222330078241315,0.6405289941819674
C,0.75,0.0,3507,total_flow,0.9975,0.0025,0.8632109915891243,0.0697002995331704,0.1518990178383867,0.027959235363755185
C,0.75,0.0,3507,causal_residual,0.9991666666666666,0.0008333333333333334,0.9171605136362126,0.015750777486082144,0.1518990178383867,0.7506411260479152
C,0.75,0.0,3507,attention_contact,0.9983333333333333,0.0016666666666666668,0.8635699663905821,0.06934132473171246,0.1518990178383867,0.08704896541835533
C,0.75,0.0,3507,oracle_effect,1.0,0.0,0.9329112911222947,0.0,0.1518990178383867,0.7110578669934139
C,0.75,0.25,3517,total_flow,0.835,0.014166666666666666,0.752560663886708,0.1288528735774164,0.25601677697494696,0.02802934527022217
C,0.75,0.25,3517,causal_residual,0.9433333333333334,0.0575,0.8688021265822999,0.012611410881824365,0.25601677697494696,0.7514040222830091
C,0.75,0.25,3517,attention_contact,0.8375,0.005833333333333334,0.7524341447258059,0.12897939273831843,0.25601677697494696,0.08746279142882263
C,0.75,0.25,3517,oracle_effect,0.9475,0.05583333333333333,0.8814135374641245,0.0,0.25601677697494696,0.7108544605078113
C,0.75,0.5,3527,total_flow,0.5966666666666667,0.0225,0.5849491395670151,0.176689784584464,0.2751192379568174,0.028037417072294086
C,0.75,0.5,3527,causal_residual,0.7491666666666666,0.23666666666666666,0.7431230356008913,0.018515888550587653,0.2751192379568174,0.7523905323312312
C,0.75,0.5,3527,attention_contact,0.5941666666666666,0.004166666666666667,0.5807025319474886,0.1809363922039904,0.2751192379568174,0.08767950854229456
C,0.75,0.5,3527,oracle_effect,0.7616666666666667,0.24833333333333332,0.7616389241514789,0.0,0.2751192379568174,0.7124323047414474
C,1.0,0.0,3510,total_flow,1.0,0.0,0.8767196660695409,0.05542264308945716,0.15948601125116435,0.02781869452662034
C,1.0,0.0,3510,causal_residual,0.9991666666666666,0.0008333333333333334,0.9180685929359569,0.014073716223041054,0.15948601125116435,0.8152917181341242
C,1.0,0.0,3510,attention_contact,1.0,0.0,0.8778681182982081,0.05427419086078981,0.15948601125116435,0.08717189225584253
C,1.0,0.0,3510,oracle_effect,1.0,0.0,0.9321423091589979,0.0,0.15948601125116435,0.7753386145154803
C,1.0,0.25,3520,total_flow,0.8916666666666667,0.0,0.8014448628552816,0.07190505619239393,0.25875450286356455,0.027716246528188375
C,1.0,0.25,3520,causal_residual,0.9375,0.06416666666666666,0.8578087186320723,0.01554120041560328,0.25875450286356455,0.8176144630082157
C,1.0,0.25,3520,attention_contact,0.8916666666666667,0.0,0.8029066966125149,0.07044322243516063,0.25875450286356455,0.08731435498725842
C,1.0,0.25,3520,oracle_effect,0.9441666666666667,0.06166666666666667,0.8733499190476754,0.0,0.25875450286356455,0.7778092086767011
C,1.0,0.5,3530,total_flow,0.6975,0.0,0.6595938003342212,0.10347502854251198,0.2642844987159152,0.027946270094491896
C,1.0,0.5,3530,causal_residual,0.7475,0.25583333333333336,0.7434063682177422,0.01966246065899091,0.2642844987159152,0.8169570555121642
C,1.0,0.5,3530,attention_contact,0.695,0.0,0.6579724682636668,0.1050963606130664,0.2642844987159152,0.08745912449091078
C,1.0,0.5,3530,oracle_effect,0.7716666666666666,0.24916666666666668,0.7630688288767332,0.0,0.2642844987159152,0.7775582037013351
C,0.0,0.0,3600,total_flow,0.0,1.0,0.03491859408765657,0.8985525982207162,0.15617899034055702,0.0280170106383317
C,0.0,0.0,3600,causal_residual,1.0,0.0,0.9183019697569749,0.015169222551397877,0.15617899034055702,0.5556017830038
C,0.0,0.0,3600,attention_contact,0.0,1.0,0.03407163758508205,0.8993995547232907,0.15617899034055702,0.08660142799480441
C,0.0,0.0,3600,oracle_effect,1.0,0.0,0.9334711923083728,0.0,0.15617899034055702,0.5131820209960692
C,0.0,0.25,3610,total_flow,0.0,1.0,0.038629717962441766,0.8281979329812509,0.36063247834518414,0.027929947629995483
C,0.0,0.25,3610,causal_residual,0.945,0.013333333333333334,0.8537403188446403,0.013087332099052483,0.36063247834518414,0.5562438601474476
C,0.0,0.25,3610,attention_contact,0.0,1.0,0.03354403963436015,0.8332836113093325,0.36063247834518414,0.08712541385656968
C,0.0,0.25,3610,oracle_effect,0.945,0.0033333333333333335,0.8668276509436926,0.0,0.36063247834518414,0.5131083768759415
C,0.0,0.5,3620,total_flow,0.0,1.0,0.03308524471794878,0.6865208703628727,0.3976068385479625,0.02778496889400642
C,0.0,0.5,3620,causal_residual,0.7533333333333333,0.049166666666666664,0.6960517894186089,0.02355432566221257,0.3976068385479625,0.5561898025570431
C,0.0,0.5,3620,attention_contact,0.0,1.0,0.031103052094772016,0.6885030629860495,0.3976068385479625,0.0870193844605478
C,0.0,0.5,3620,oracle_effect,0.7533333333333333,0.024166666666666666,0.7196061150808215,0.0,0.3976068385479625,0.5133437947381826
C,0.25,0.0,3602,total_flow,0.44583333333333336,0.5566666666666666,0.46370416579312046,0.4706382490733687,0.15753519438176566,0.027797644833752033
C,0.25,0.0,3602,causal_residual,1.0,0.0,0.9186634974982565,0.01567891736823258,0.15753519438176566,0.6194249624499871
C,0.25,0.0,3602,attention_contact,0.5441666666666667,0.45916666666666667,0.5311683970026738,0.4031740178638152,0.15753519438176566,0.08692672801431463
C,0.25,0.0,3602,oracle_effect,1.0,0.0,0.9343424148664893,0.0,0.15753519438176566,0.5786432286330522
C,0.25,0.25,3612,total_flow,0.33916666666666667,0.6233333333333333,0.3927832410083163,0.47133704979296737,0.28038513719326547,0.027998294653870465
C,0.25,0.25,3612,causal_residual,0.9308333333333333,0.051666666666666666,0.8504516395503254,0.013668651250958253,0.28038513719326547,0.6170454314033816
C,0.25,0.25,3612,attention_contact,0.43,0.5008333333333334,0.4547582793362336,0.4093620114650501,0.28038513719326547,0.08679386367591672
C,0.25,0.25,3612,oracle_effect,0.9316666666666666,0.056666666666666664,0.8641202908012837,0.0,0.28038513719326547,0.5757158575290217
C,0.25,0.5,3622,total_flow,0.24,0.6966666666666667,0.3325706713938759,0.42445509904900997,0.32416116497030023,0.027758851062646358
C,0.25,0.5,3622,causal_residual,0.7633333333333333,0.17916666666666667,0.7396411475316368,0.01738462291124899,0.32416116497030023,0.616998360028404
C,0.25,0.5,3622,attention_contact,0.2875,0.5683333333333334,0.3615634300673987,0.39546234037548716,0.32416116497030023,0.08736634117994627
C,0.25,0.5,3622,oracle_effect,0.7708333333333334,0.19083333333333333,0.7570257704428859,0.0,0.32416116497030023,0.5762539723726049
C,0.5,0.0,3605,total_flow,0.9125,0.09,0.8014379544537422,0.1337264704214529,0.16206667233487132,0.028061357563888886
C,0.5,0.0,3605,causal_residual,1.0,0.0,0.918119315595978,0.017045109279217104,0.16206667233487132,0.6844541303077476
C,0.5,0.0,3605,attention_contact,0.9416666666666667,0.060833333333333336,0.8232117086300771,0.11195271624511823,0.16206667233487132,0.08745926424407136
C,0.5,0.0,3605,oracle_effect,1.0,0.0,0.9351644248751951,0.0,0.16206667233487132,0.6441146939332477
C,0.5,0.25,3615,total_flow,0.7183333333333334,0.16333333333333333,0.6687710437852601,0.2001156110648615,0.2549549831671795,0.02803796324160949
C,0.5,0.25,3615,causal_residual,0.935,0.06,0.8546764964643393,0.014210158385782339,0.2549549831671795,0.6872153204017631
C,0.5,0.25,3615,attention_contact,0.7483333333333333,0.09583333333333334,0.6865910926886114,0.18229556216151027,0.2549549831671795,0.0872871842696743
C,0.5,0.25,3615,oracle_effect,0.94,0.060833333333333336,0.8688866548501217,0.0,0.2549549831671795,0.6459352564697809
C,0.5,0.5,3625,total_flow,0.49833333333333335,0.2475,0.5285224980970751,0.23406318623984296,0.29774996185636765,0.027932869850920864
C,0.5,0.5,3625,causal_residual,0.7608333333333334,0.215,0.746078170646665,0.016507513690253,0.29774996185636765,0.6833181405996223
C,0.5,0.5,3625,attention_contact,0.5175,0.135,0.5310525529106273,0.23153313142629087,0.29774996185636765,0.0876622292580809
C,0.5,0.5,3625,oracle_effect,0.7716666666666666,0.23083333333333333,0.7625856843369181,0.0,0.29774996185636765,0.6427234071677089
C,0.75,0.0,3607,total_flow,0.9966666666666667,0.0033333333333333335,0.8693995065406275,0.06769284107674897,0.15607054423143388,0.027732824230290484
C,0.75,0.0,3607,causal_residual,0.9983333333333333,0.0016666666666666668,0.9223271938225689,0.01476515379480773,0.15607054423143388,0.750749034813268
C,0.75,0.0,3607,attention_contact,0.9983333333333333,0.0016666666666666668,0.8705647422127618,0.06652760540461466,0.15607054423143388,0.08692267136036821
C,0.75,0.0,3607,oracle_effect,1.0,0.0,0.9370923476173766,0.0,0.15607054423143388,0.7104058674989576
C,0.75,0.25,3617,total_flow,0.8241666666666667,0.011666666666666667,0.7479948218615026,0.13040431408113992,0.2657966080374564,0.027738255594807436
C,0.75,0.25,3617,causal_residual,0.9416666666666667,0.0575,0.8660228096668707,0.012376326275771753,0.2657966080374564,0.7513977101692236
C,0.75,0.25,3617,attention_contact,0.8275,0.0033333333333333335,0.7475679696300277,0.13083116631261477,0.2657966080374564,0.08725046168191013
C,0.75,0.25,3617,oracle_effect,0.9475,0.05416666666666667,0.8783991359426424,0.0,0.2657966080374564,0.7106938319878254
C,0.75,0.5,3627,total_flow,0.5933333333333334,0.025,0.5871698250608471,0.18100092879444682,0.2821684083330219,0.027909780256205396
C,0.75,0.5,3627,causal_residual,0.7675,0.225,0.7517927335051314,0.016378020350162552,0.2821684083330219,0.7515147784581109
C,0.75,0.5,3627,attention_contact,0.6,0.01,0.5893734582116069,0.17879729564368707,0.2821684083330219,0.08696164333135295
C,0.75,0.5,3627,oracle_effect,0.78,0.22583333333333333,0.7681707538552941,0.0,0.2821684083330219,0.7113227548643822
C,1.0,0.0,3610,total_flow,1.0,0.0,0.8858593264354049,0.046776136431843904,0.15434811049902475,0.02780963708616005
C,1.0,0.0,3610,causal_residual,0.9991666666666666,0.0008333333333333334,0.9137804758207682,0.018854987046480868,0.15434811049902475,0.818259786291616
C,1.0,0.0,3610,attention_contact,1.0,0.0,0.8846717502600137,0.047963712607235094,0.15434811049902475,0.08702293111823654
C,1.0,0.0,3610,oracle_effect,1.0,0.0,0.9326354628672487,0.0,0.15434811049902475,0.7778331321634095
C,1.0,0.25,3620,total_flow,0.9083333333333333,0.0,0.806458496695744,0.06339021205983823,0.2503758155767317,0.027778653218815588
C,1.0,0.25,3620,causal_residual,0.9283333333333333,0.06916666666666667,0.8553861012022177,0.014462607553364506,0.2503758155767317,0.8184077688453167
C,1.0,0.25,3620,attention_contact,0.9058333333333334,0.0,0.8051082629351579,0.06474044582042422,0.2503758155767317,0.08713504304241976
C,1.0,0.25,3620,oracle_effect,0.9366666666666666,0.06416666666666666,0.8698487087555822,0.0,0.2503758155767317,0.7783237524486204
C,1.0,0.5,3630,total_flow,0.705,0.0,0.6661826941058148,0.10972127063775515,0.2694463503996959,0.02806989748764509
